PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Loading,Loading_Number,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4
22463104,ACS Nano,2012,10.1021/nn300365m,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Antibody,1,Nanoparticle,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Skin,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
22538830,Nanoscale,2012,10.1039/c2nr12094a,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Vitamins,1,Drugs,1,10,2,NA,NA,NA,NA,Xenograft heterotopic,Cervix,4,Multiple,96.83286297,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
22540892,ACS Nano,2012,10.1021/nn301282m,Inorganic,Gold,Systemic,IV,NA,Negative,Spherical,Drugs,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,NA,249.5,124.2,98.6,Kidney,Liver,Spleen,None,None,None,None,Diagnostic,None,None,None,None
22575047,Nano Lett,2012,10.1021/nl3010308,Inorganic,Iron_oxide,Systemic,IV,2,NA,Other,None,None,Nanoparticle,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Skin,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
22617321,Biomaterials,2012,10.1016/j.biomaterials.2012.04.062,Inorganic,Iron_oxide,Systemic,Other,4,NA,Spherical,None,None,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Liver,1,Single,NA,NA,NA,NA,NA,NA,NA,Ultrasound,None,None,Single,Theragnostic,MRI,Ultrasound,None,None
22633896,Nanomedicine,2013,10.1016/j.nano.2012.04.006,Inorganic,Iron_oxide,Local,Intratumoral,4,Positive,Spherical,Polymer-nucleic acids,>1,None,None,0.875,1,NA,NA,NA,NA,Xenograft heterotopic,Other,3,Multiple,44.80004204,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None
22681980,Biomaterials,2012,10.1016/j.biomaterials.2012.05.047,Inorganic,Gold,Systemic,Other,2,Neutral,Spherical,Polymer,1,None,None,4,1,Yes,NA,NA,NA,Allograft heterotopic,Cervix,1,Single,94.9906,1396.5,67.9,3.6,Spleen,Kidney,Heart,Radiotherapy,None,None,Single,Therapy,None,None,None,None
22689346,Adv Mater,2012,10.1002/adma.201201251,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Peptide,1,Drugs-NPs,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,100,NA,NA,NA,Liver,Kidney,Lung,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None
22690722,ACS Nano,2012,10.1021/nn300464r,Inorganic,Gold,Systemic,IV,2,Positive,Other,Polymer,>1,None,None,NA,NA,NA,7.9,Yes,NA,Allograft heterotopic,Breast,1,Single,NA,543.8,387.7,47,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,PET,None,None,None
22789722,Biomaterials,2012,10.1016/j.biomaterials.2012.06.059,Inorganic,Silica,Systemic,IV,4,NA,Spherical,Polymer,1,Drugs,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,Ultrasound,None,None
22824783,J Control Release,2012,10.1016/j.jconrel.2012.07.020,Inorganic,Iron_oxide,Systemic,IV,3,Positive,Spherical,None,None,Nanoparticle,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Skin,1,Single,NA,606.424581,76.81564246,70.67039106,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,MRI,None,None,None
22841913,Nanomedicine,2013,10.1016/j.nano.2012.06.004,Inorganic,Gold,NA,NA,NA,NA,Spherical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Brain,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,CT,None,None,None
22847719,Angew Chem Int Ed Engl,2012,10.1002/anie.201203193,Inorganic,Gold,Local,Other,2,NA,Spherical,Nucleic acid,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Skin,5,Multiple,13.42977,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,CT,Fluorescence,None,None
22902594,J Control Release,2012,10.1016/j.jconrel.2012.07.038,Inorganic,Iron_oxide,Systemic,IV,4,NA,Spherical,Other,1,Nanoparticle,1,5,1,NA,NA,NA,NA,Allograft heterotopic,Other,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Other,None,None
22906608,Biomaterials,2012,10.1016/j.biomaterials.2012.07.051,Inorganic,Hybrid,Systemic,IV,3,NA,Spherical,Antibody,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,NA,NA,NA,NA,Lung,Liver,Spleen,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None
22930451,Nanoscale,2012,10.1039/c2nr31616a,Inorganic,Gold,Systemic,IV,1,NA,Other,Proteins-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Other,5,Multiple,57.59,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,None,None,None
22951103,Biomaterials,2012,10.1016/j.biomaterials.2012.08.034,Inorganic,Gold,Systemic,IV,1,NA,Other,Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,5,Multiple,64.09,73,34,24,Kidney,Liver,Spleen,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,None,None,None
22959180,Biomaterials,2012,10.1016/j.biomaterials.2012.08.036,Inorganic,Iron_oxide,Systemic,IV,1,Negative,Spherical,Proteins,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Prostate,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
22961067,Nanoscale,2012,10.1039/c2nr31263h,Inorganic,Iron_oxide,Systemic,IV,4,Positive,Spherical,Polymer-peptides,>1,Drugs-NPs,>1,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Brain,3,Multiple,80.26717003,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None
22964395,J Control Release,2012,10.1016/j.jconrel.2012.08.029,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer-Proteins,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Lung,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
22983492,Nat Nanotechnol,2012,10.1038/nnano.2012.146,Inorganic,Iron_oxide,Systemic,IV,4,NA,Rod,Other,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Prostate,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
23001862,Small,2013,10.1002/smll.201201779,Inorganic,Gold,Systemic,IV,3,NA,Other,Polymer,1,None,None,2.976,1,NA,NA,NA,NA,Xenograft heterotopic,Colon,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Other,None,None,None
23005348,ACS Nano,2012,10.1021/nn303833p,Inorganic,Iron_oxide,Systemic,IV,3,NA,Other,Polymer-peptides,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None
23088841,Biomaterials,2013,10.1016/j.biomaterials.2012.09.054,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Lung,1,Single,NA,2077,433.3,364.2,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,CT,None,None,None
23101432,ACS Nano,2012,10.1021/nn304347g,Inorganic,Gold,Systemic,IV,2,Neutral,Rod,Polymer,1,None,None,NA,NA,NA,3.8,Yes,NA,Xenograft heterotopic,Ovary,1,Single,NA,5145.2,1071.2,41.8,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,Other,Photoacoustic,None,None
23164421,Biomaterials,2013,10.1016/j.biomaterials.2012.10.072,Inorganic,Silica,Local,Intratumoral,2,Positive,Spherical,Polymer-peptide,1,Nucleic acids,1,10,2,NA,NA,NA,NA,Xenograft heterotopic,Lung,4,Multiple,73.28519856,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None
23219875,Nanomedicine,2013,10.1016/j.nano.2012.11.009,Inorganic,Hybrid,Systemic,IV,2,NA,Other,Antibody,>1,None,None,10,2,NA,NA,NA,NA,Xenograft heterotopic,Colon,1,Single,62.69430052,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None
23225223,Angew Chem Int Ed Engl,2013,10.1002/anie.201208096,Inorganic,Gold,Systemic,Other,NA,NA,Other,Polymer-peptide,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Photoacoustic,None,None,None
23228423,Biomaterials,2013,10.1016/j.biomaterials.2012.11.032,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Glycosides,>1,Other,1,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Brain,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,PET,MRI,None,None
23246062,Biomaterials,2013,10.1016/j.biomaterials.2012.11.054,Inorganic,Iron_oxide,Systemic,IV,1,NA,Other,Other,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Liver,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
23246067,Biomaterials,2013,10.1016/j.biomaterials.2012.11.044,Inorganic,Hybrid,Systemic,IV,4,NA,Spherical,Other,1,Other,1,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Liver,1,Single,NA,NA,NA,NA,NA,NA,NA,Ultrasound,Chemotherapy,None,Multiple,Theragnostic,Ultrasound,None,None,None
23276658,Biomaterials,2013,10.1016/j.biomaterials.2012.12.003,Inorganic,Iron_oxide,Systemic,Other,4,NA,Spherical,Polymer-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Skin,1,Single,NA,NA,NA,NA,NA,NA,NA,Ultrasound,Chemotherapy,None,Multiple,Theragnostic,MRI,Ultrasound,None,None
23289892,ACS Nano,2013,10.1021/nn3044066,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,1,Other,>1,121,4,NA,NA,NA,NA,Xenograft heterotopic,Breast,6,Multiple,84.44444444,NA,NA,NA,NA,NA,NA,Chemotherapy,Gene Therapy,None,Multiple,Therapy,None,None,None,None
23343632,Biomaterials,2013,10.1016/j.biomaterials.2013.01.014,Inorganic,Hybrid,Systemic,IV,2,Negative,Other,Polymer-Affibody,>1,None,None,NA,NA,NA,4.6,Yes,NA,Xenograft heterotopic,Skin,1,Single,NA,494.6,300.4,112.8,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,MRI,PET,None,None
23360442,Nano Lett,2013,10.1021/nl304111v,Inorganic,Gold,Systemic,IV,2,NA,Other,Polymer,1,None,None,NA,NA,NA,15.3,Yes,NA,Allograft heterotopic,Breast,1,Single,NA,421.9,202.9,32.5,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,Luminescence,None,None,None
23383982,ACS Nano,2013,10.1021/nn304332s,Inorganic,Gold,Systemic,IV,NA,NA,Other,Polymer,1,None,None,NA,NA,NA,7.2,Yes,NA,Xenograft heterotopic,Breast,1,Single,76.34409,499.4,464.7,52,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Theragnostic,Thermal imaging,None,None,None
23404693,Adv Mater,2013,10.1002/adma.201204623,Inorganic,Gold,Local,Intratumoral,2,Negative,Other,Polymer-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,92.98246,NA,NA,NA,NA,NA,NA,Photodynamic therapy,Photothermal therapy,None,Multiple,Therapy,Fluorescence,Photoacoustic,Thermal imaging,None
23419645,Biomaterials,2013,10.1016/j.biomaterials.2013.01.062,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Prostate,1,Single,NA,NA,NA,NA,Spleen,Liver,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
23465830,Biomaterials,2013,10.1016/j.biomaterials.2013.02.025,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Polymer-mAb,>1,None,None,10,2,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Other,None,None
23465836,Biomaterials,2013,10.1016/j.biomaterials.2013.01.086,Inorganic,Iron_oxide,Local,Intratumoral,1,NA,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
23467400,Nanoscale,2013,10.1039/c3nr00170a,Inorganic,Hybrid,Systemic,IV,NA,NA,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,1,Xenograft heterotopic,Colon,1,Single,NA,1462.6,779.5,153.4,Spleen,Liver,Lung,None,None,None,None,Diagnostic,MRI,None,None,None
23499668,Nanomedicine,2013,10.1016/j.nano.2013.02.010,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-Drugs,>1,None,None,NA,NA,Yes,NA,NA,NA,Allograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
23519915,Angew Chem Int Ed Engl,2013,10.1002/anie.201207721,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,None,None,Drugs-NPs,>1,0.15,1,NA,NA,NA,NA,Xenograft heterotopic,Colon,2,Multiple,100,NA,NA,NA,Liver,Kidney,Bladder,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Theragnostic,PET,None,None,None
23530622,ACS Nano,2013,10.1021/nn400223a,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Drugs,1,None,None,NA,NA,NA,10.9,Yes,NA,Allograft orthotopic,Skin,4,Multiple,95.5582,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
23542239,J Control Release,2013,10.1016/j.jconrel.2013.03.016,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,>1,Nanoparticle,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Colon,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None
23552843,Nanoscale,2013,10.1039/c3nr00294b,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Polymer,1,Nucleic acids,1,20,3,NA,NA,NA,NA,Xenograft heterotopic,Cervix,5,Multiple,59.70695971,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None
23557859,Biomaterials,2013,10.1016/j.biomaterials.2013.03.027,Inorganic,Gold,Local,Intratumoral,4,Positive,Spherical,Other,1,None,None,20,3,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,83.8,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Ultrasound,CT,None,None
23557860,Biomaterials,2013,10.1016/j.biomaterials.2013.03.023,Inorganic,Hybrid,Local,Intratumoral,4,Neutral,Other,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,100,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,Other,None,None
23562635,J Control Release,2013,10.1016/j.jconrel.2013.03.029,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,Vitamins,>1,Drugs-NPs,>1,NA,NA,Yes,NA,NA,NA,Allograft heterotopic,Prostate,1,Single,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
23574400,J Am Chem Soc,2013,10.1021/ja312225b,Inorganic,Silica,Local,Intratumoral,2,NA,Spherical,Polymer-Drugs,>1,None,None,150,4,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,67.68953069,NA,NA,NA,Lung,Liver,Kidney,Chemotherapy ,Other,None,Multiple,Theragnostic,MRI,Luminescence,None,None
23583039,Biomaterials,2013,10.1016/j.biomaterials.2013.03.009,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Polymer,>1,None,None,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,NA,4064.7,3760.3,732.2,Spleen,Liver,Lung,None,None,None,None,Diagnostic,MRI,CT,None,None
23591395,Biomaterials,2013,10.1016/j.biomaterials.2013.03.061,Inorganic,Iron_oxide,Systemic,Other,4,NA,Spherical,Polymer-peptides,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Lung,1,Single,20.25316456,16.2894623,NA,NA,Liver,Stomach,Spleen,None,None,None,None,Diagnostic,None,None,None,None
23611451,Biomaterials,2013,10.1016/j.biomaterials.2013.03.078,Inorganic,Iron_oxide,Local,Intratumoral,4,Negative,Other,None,None,Nanoparticle,>1,5,1,NA,NA,NA,NA,Xenograft orthotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
23639532,Biomaterials,2013,10.1016/j.biomaterials.2013.04.020,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,Other,1,Other,1,5,1,NA,NA,NA,NA,Allograft heterotopic,Lung,NA,NA,NA,NA,NA,NA,Liver,Kidney ,Lung,None,None,None,None,Diagnostic,Other,MRI,None,None
23642536,Biomaterials,2013,10.1016/j.biomaterials.2013.04.021,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Spherical,Polymer-Proteins,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
23643529,Nanomedicine,2013,10.1016/j.nano.2013.04.007,Inorganic,Gold,Local,Other,2,NA,Spherical,None,None,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Brain,1,Single,NA,NA,NA,NA,NA,NA,NA,Radiotherapy,None,None,Single,Therapy,CT,None,None,None
23687972,J Am Chem Soc,2013,10.1021/ja4013497,Inorganic,Iron_oxide,Local,Intratumoral,1,NA,Spherical,Other,>1,None,None,NA,NA,NA,NA,NA,NA,NA,NA,1,Single,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,Other,None,None
23758591,ACS Nano,2013,10.1021/nn4018922,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer-mAb,>1,None,None,5,1,NA,NA,NA,NA,Xenograft orthotopic,Breast,1,Single,NA,NA,NA,NA,Liver,Kidney,NA,None,None,None,None,Therapy,None,None,None,None
23777913,Biomaterials,2013,10.1016/j.biomaterials.2013.05.059,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Liver,1,Single,NA,1850.6,531.5,487.5,Spleen,Liver,Lung,Photothermal therapy,None,None,Single,Diagnostic,None,None,None,None
23799860,ACS Nano,2013,10.1021/nn402201w,Inorganic,Gold,Systemic,IV,2,Neutral,Spherical,Other,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,47.74576,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
23810081,Biomaterials,2013,10.1016/j.biomaterials.2013.06.001,Inorganic,Silica,Local,Intratumoral,NA,NA,Spherical,Other,>1,Drugs,1,4,1,NA,NA,NA,NA,Allograft orthotopic,Skin,2,Multiple,74.74747475,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
23822176,ACS Nano,2013,10.1021/nn4017179,Inorganic,Iron_oxide,Local,Intratumoral,3,NA,Spherical,Polymer-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,95.67636596,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
23843254,Small,2013,10.1002/smll.201301093,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,>1,Drugs,>1,40,3,NA,NA,NA,NA,Xenograft heterotopic,Liver,3,Multiple,63.24461343,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,Luminescence,None,None
23850099,Biomaterials,2013,10.1016/j.biomaterials.2013.06.041,Inorganic,Gold,Local,Other,3,Negative,Spherical,Nucleic acids-peptides,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Lung,1,Single,85,NA,NA,NA,NA,NA,NA,Gene therapy,None,None,Single,Therapy,Luminescence,None,None,None
23851463,Nanoscale,2013,10.1039/c3nr02563b,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Other,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,None,None,None,None
23871538,Biomaterials,2013,10.1016/j.biomaterials.2013.07.007,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Polymer,>1,None,None,10,2,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,100,NA,NA,NA,Liver,Kidney,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None
23873020,Nanoscale,2013,10.1039/c3nr01447a,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,Polymer,>1,None,None,20,3,NA,NA,NA,NA,Allograft heterotopic,Brain,1,Single,100,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None
23873826,Small,2013,10.1002/smll.201301111,Inorganic,Silica,Local,Other,2,Neutral,Other,None,None,Drugs,1,NA,NA,Yes,NA,NA,NA,Xenograft orthotopic,Brain,1,Single,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
23876757,Biomaterials,2013,10.1016/j.biomaterials.2013.07.012,Inorganic,Iron_oxide,Systemic,IV,NA,Neutral,Spherical,Polymer-mAb,>1,None,None,NA,NA,NA,42.17,Yes,NA,Allograft heterotopic,Other,4,Multiple,100,26.91486839,3.153900877,,Spleen,Brain,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None
23891514,Biomaterials,2013,10.1016/j.biomaterials.2013.07.027,Inorganic,Silica,Local,Intratumoral,2,NA,Spherical,None,None,Drugs,1,10,2,NA,NA,NA,NA,Allograft heterotopic,Other,1,Single,100,NA,NA,NA,NA,NA,NA,Photothermal therapy,Photodynamic therapy,None,Multiple,Therapy,None,None,None,None
23891990,Nanomedicine,2014,10.1016/j.nano.2013.07.003,Inorganic,Iron_oxide,Local,Intratumoral,2,Neutral,Spherical,Other,>1,Drugs,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,3,Multiple,69.83360172,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
23903002,Nat Commun,2013,10.1038/ncomms3266,Inorganic,Iron_oxide,Systemic,IV,2,NA,Other,Other,1,None,None,2,1,NA,NA,NA,NA,Xenograft orthotopic,Liver,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
23920038,J Control Release,2013,10.1016/j.jconrel.2013.07.020,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Polymer,1,Drugs,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Fluorescence,Photoacoustic,None,None
23924214,J Am Chem Soc,2013,10.1021/ja404985w,Inorganic,Silica,Local,Intratumoral,2,Positive,Spherical,Polymer,>1,Other,1,10.5,3,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,100,NA,NA,NA,NA,NA,NA,Photothermal therapy,Other,None,Multiple,Theragnostic,CT,MRI,Luminescence,None
23932250,Biomaterials,2013,10.1016/j.biomaterials.2013.07.070,Inorganic,Iron_oxide,Systemic,IV,4,Positive,Spherical,Vitamins,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Skin,1,Single,NA,1188.679245,283.0188679,207.5471698,Spleen,Liver,Heart,None,None,None,None,Diagnostic,MRI,None,None,None
23932289,Biomaterials,2013,10.1016/j.biomaterials.2013.07.084,Inorganic,Gold,Systemic,Other,2,Negative,Spherical,Peptide-Drugs,>1,None,None,5,1,NA,NA,NA,NA,Allograft heterotopic,Other,17,Multiple,97.57473,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,Fluorescence,None,None,None
23932498,Biomaterials,2013,10.1016/j.biomaterials.2013.07.075,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer-mAb,>1,Drugs,>1,50,3,NA,NA,NA,NA,Xenograft orthotopic,Brain,4,Multiple,98.86363636,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
23933522,J Control Release,2013,10.1016/j.jconrel.2013.07.029,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,Polymer,>1,Drugs,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Brain,1,Single,87.24686276,93.30702096,78.34232031,5.508922119,Spleen,Liver,Lung,Ultrasound,None,None,Single,Theragnostic,MRI,Ultrasound,None,None
23969526,Nanoscale,2013,10.1039/c3nr02787b,Inorganic,Silica,Local,Intratumoral,4,Negative,Spherical,Proteins,1,Drugs,>1,2.5,1,NA,NA,NA,NA,Xenograft orthotopic,Skin,6,Multiple,96.76044331,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
23973173,Biomaterials,2013,10.1016/j.biomaterials.2013.08.009,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,1,Other,1,3,1,NA,NA,NA,NA,Xenograft orthotopic,Liver,1,Single,NA,9.8,5.8,2.5,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,MRI,None,None,None
24008045,Biomaterials,2013,10.1016/j.biomaterials.2013.08.041,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-Drugs,>1,None,None,50,3,NA,12.7,Yes,1,Allograft heterotopic,Breast,1,Single,85.08785034,193.2283465,79.22834646,12.99212598,Liver,Spleen,Lung,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
