PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Details sub-route,Size_(nm),Size details,Zeta_Potential_(mV),Shape,Coating,Coating details,Loading,Loading details,Core /NPs  or vesicles,Core (details),Dose_(mg/kg),Dose_other data,IC50 ,Delivery_Efficiency_(%ID/g),Distribution Half-life_(h),Elimination Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined therapies ,Detail Combined strategy,Study strategy,Detail study strategy,Imaging,Treated tumor,Control tumor,Tumor_Reduction_(%),Muscle,Heart,Liver,Spleen,Lung,Brain,Kidney,Bladder,Skin,Colon,Tumor,Ratio - Muscle,Ratio - Heart,Ratio - Liver,Ratio - Spleen,Ratio - Lung,Ratio - Brain,Ratio - Kidney,Ratio - Bladder,Ratio - Skin,Ratio - Colon
29570277,ACS Nano,2018,10.1021/acsnano.8b00893,Inorganic,Iron_oxide,Local,Other,,40,,No info,Spherical,Polymer,mPEG,None,,Iron oxide,,54.4,,No info,No info,No info,No info,Xenograft heterotopic,Brain,1,#DIV/0!,,,,,,,Magnetic Field,Magnetic hyperthermia,Theragnostics,,Magnetic particle imaging,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
28279919,Biomaterials,2017,10.1016/j.biomaterials.2017.02.037,Inorganic,Iron_oxide,Systemic,IV,,45.8,,No info,Spherical,Polymer-mAb,PEG + EGF Ab,None,,Iron oxide,,2,,No info,No info,No info,No info,Xenograft heterotopic,Lung,1,76,631.9900291,288.4088076,231.2006647,Spleen,Liver,Kidney,Ultrasound,ultrasound ablation,Theragnostics,,MR imaging,0.36,1.5,76,,127,694.2,1521.2,152,,556.5,,,,240.7,0,52.76277524,288.4088076,631.9900291,63.14914832,0,231.2006647,0,0,0
29649747,Biomaterials,2018,10.1016/j.biomaterials.2018.03.054,Inorganic,Iron_oxide,Local,Other,,15,,No info,Spherical,None,,Drugs,OA-acid IO + PTX,Polymer,Micelles PEG-PE ,,5 mg PTX/Kg,No info,No info,No info,No info,Allograft heterotopic,Breast,1,#DIV/0!,,,,,,,Chemotherapy,,Theragnostics,,MR imaging,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
28829476,Nanoscale,2017,10.1039/c7nr02751f,Inorganic,Iron_oxide,Local,Other,,79,,28,Spherical,Drugs,HNP,None,,Iron oxide,"Iron oxide-gold, core-shell nanoparticles",,3 mg HNP /Kg,"1,37 ug/mL",No info,No info,No info,Xenograft heterotopic,Pancreas,4,77.19298246,,,,,,,Laser irradiation + Chemotherapy,Laser irradiation (1064 nm)  + drug release,Theragnostics,,MR imaging,0.1625,0.7125,77.19298246,,,,,,,,,,,,,,,,,,,,,
31618000,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b14394,Inorganic,Iron_oxide,Systemic,IV,,163.4,,"-16,9",Spherical,Peptide,Peptide + Citrate ,Other,IO NPs,Other,F127 micelles,,"6,25 mg Fe / kG",No info,No info,5,No info,Xenograft heterotopic,Ovary,1,#DIV/0!,222.1428571,110,62.14285714,Spleen,Liver,Lung,,,Diagnostic,,MR imaging,,,#DIV/0!,0.000847059,0.004305882,0.010870588,0.021952941,0.006141176,,0.001270588,,,,0.009882353,8.571428571,43.57142857,110,222.1428571,62.14285714,0,12.85714286,0,0,0
24083410,ACS Nano,2013,10.1021/nn4043699,Inorganic,Iron_oxide,Systemic,IV,,30,,No info,Spherical,Other,CdSe/ZnS QDs,None,,Iron oxide,,,"10 nM, 250 uL",No info,No info,No info,No info,No tumor induced,,1,#DIV/0!,,,,Liver,Kidney,,Laser irradiation,"400 nm -Photoactivation of bimodal nanoparticles
 photouncaging ligands",Diagnostic,,MRI + Fluorescence,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
30179443,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b10564,Inorganic,Iron_oxide,Local,IV,,,100 nm - without coating,No info,Spherical,Other,MNOX-SPION,Drugs,CPT,Silica,Mesoporous silica NPs,,"2,5 mg Fe/kG",No info,No info,2.23,No info,No info,Pancreas,1,80.88235294,,,,,,,Chemotherapy,,Theragnostics,,MR imaging,1.344827586,7.034482759,80.88235294,,,,,,,,,,,,,,,,,,,,,
23903002,Nat Commun,2013,10.1038/ncomms3266,Inorganic,Iron_oxide,Systemic,IV,,58,,No info,Other,Other,OA (oleic acid),None,,Iron oxide,,2,,No info,No info,No info,No info,Xenograft orthotopic,Liver,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
30594744,Biomaterials,2019,10.1016/j.biomaterials.2018.12.004,Inorganic,Iron_oxide,Systemic,IV,,198,,"7,9",Spherical,Polymer,iron oxide NPs+ POLYMER + aptes ,Drugs,CDDP,Silica,Silica NPs,2,,No info,5.509259259,No info,No info,Xenograft heterotopic,Cervix,14,69.66824645,514.2502071,199.4200497,139.3537697,Liver,Lung,Spleen,Chemotherapy,,Theragnostics,,MR imaging,3.035573123,10.00790514,69.66824645,,2.79342723,28.33137715,7.677360459,10.98656755,,6.764475743,,,,5.509259259,0,50.70422535,514.2502071,139.3537697,199.4200497,0,122.7837614,0,0,0
31140281,Nano Lett,2019,10.1021/acs.nanolett.9b01524,Inorganic,Iron_oxide,Local,Other,,79.2,,"25,3",Spherical,None,,Drugs,Paclitaxel,Iron oxide,Co cluster-embedded IO nanoparticles - GO,,"13,33 Fe/kG",No info,No info,No info,No info,Xenograft heterotopic,Breast,1,95.65217391,,,,Liver,Kidney,,Magnetic Field + Chemotherapy,,Theragnostics,,MR imaging,25.3164557,582.278481,95.65217391,,,,,,,,,,,,,,,,,,,,,
28786462,Nanoscale,2017,10.1039/c7nr04181k,Inorganic,Iron_oxide,Systemic,IV,,200,,No info,Spherical,Proteins,Tannic acid + OA coated IO and BSA,None,,Iron oxide,Nanoclusters,2.5,,No info,No info,No info,No info,Xenograft heterotopic,Breast,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
29569431,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b02973,Inorganic,Iron_oxide,Systemic,IV,,267,,"-15,6",Spherical,Drugs,IO + DOX + PIP,None,,Polymer,Polydopamine,5,,No info,4.884318766,No info,No info,Allograft heterotopic,Breast,1,100,805.2631579,694.7368421,171.0526316,Liver,Spleen,Lung,Magnetic Field + Laser irradiation +Chemotherapy,Laser irradiation (808 nm) + Magnetic field,Theragnostics,,MR imaging,0,8.763250883,100,,2.442159383,39.33161954,33.93316195,8.354755784,,3.984575835,,,,4.884318766,0,50,805.2631579,694.7368421,171.0526316,0,81.57894737,0,0,0
28402594,Adv Mater,2017,10.1002/adma.201701095,Inorganic,Iron_oxide,Systemic,IV,,69.2,,No info,Spherical,Polymer-peptides,OA + PEG + Peptide,None,,Iron oxide,,,10 mg Fe/ kG,No info,No info,No info,No info,Xenograft heterotopic,Colon,1,#DIV/0!,,,,,,,,,Diagnostic,,MRI + Fluorescence,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
26995092,Nanomedicine,2016,10.1016/j.nano.2016.02.008,Inorganic,Iron_oxide,Systemic,IV,,120,,7.76,Spherical,Polymer-nucleic acids,Chitosan + Survinin antisense gene,None,,Iron oxide,,2.5,,No info,No info,No info,No info,Xenograft orthotopic,Pancreas,1,#DIV/0!,130.6360182,77.4808447,15.31177973,Spleen,Liver,Kidney,,,Diagnostic,,MR imaging,,,#DIV/0!,,,124.38,209.71,,,24.58,,,,160.53,0,0,77.4808447,130.6360182,0,0,15.31177973,0,0,0
30495920,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b15838,Inorganic,Iron_oxide,Systemic,IV,,40,,-24,Other,Proteins,MamC-HAF + Lipid bilayer,None,,Iron oxide,Magnetosomes,7.5,,No info,No info,No info,No info,Xenograft heterotopic,Breast,1,#DIV/0!,424.2602239,251.5238834,206.0733681,Lung,Spleen,Kidney,,,Diagnostic,,MR imaging,,,#DIV/0!,,136.72,117.57,226.95,382.81,,185.94,,,,90.23,0,151.5238834,130.3003436,251.5238834,424.2602239,0,206.0733681,0,0,0
28005331,ACS Nano,2017,10.1021/acsnano.6b05630,Inorganic,Iron_oxide,Systemic,IV,,450,,-9,Spherical,Polymer-Proteins,streptavidin conjugated IO NPs + Biotin-FA + PEG,Drugs,DOX,Other,Cell-derived microvesicles,,5 MG dox /Kg,No info,No info,No info,No info,Xenograft heterotopic,Cervix,4,92.88246912,194.2833985,55.71374082,15.71469438,Liver,Lung,Spleen,Magnetic Field + Chemotherapy,Permanent magnet,Therapy,,None,0.05982,0.84046,92.88246912,,74.91,2037.45,164.8,584.27,104.87,119.8,,,,1048.7,0,7.143129589,194.2833985,15.71469438,55.71374082,10,11.4236674,0,0,0
27310916,Biomaterials,2016,10.1016/j.biomaterials.2016.06.007,Inorganic,Iron_oxide,Systemic,IV,,218,,-12,Spherical,Polymer-Drugs,PEG + IO NPs + Polidopamine,Drugs,PTX,Polymer,PLGA matrix with IO + DOX ,,10 mg Fe/ kG,No info,No info,2.8,No info,Xenograft heterotopic,Ovary,1,#DIV/0!,,,,,,,Magnetic Field + Chemotherapy,handheld magnet,Theragnostics,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
28901139,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b10699,Inorganic,Iron_oxide,Local,Intratumoral,Hydrogel with NPs,75,,No info,Other,None,,Drugs,DOX+ DTX + IO,Polymer,Chitosan + DF-PEG-DF- Hydrogel ,87.7,,"1,518 C150",No info,No info,No info,Xenograft heterotopic,Breast,1,86.81318681,,,,,,,Magnetic Field + Chemotherapy,,Therapy,,None,0.6,4.55,86.81318681,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
26656627,Nanomedicine,2016,10.1016/j.nano.2015.10.014,Inorganic,Iron_oxide,Local,Intratumoral,,15,,No info,Spherical,None,,None,,Iron oxide,,,10 mg Fe/ kG,No info,No info,No info,No info,Xenograft heterotopic,Prostate,1,#DIV/0!,,,,,,,Magnetic Field,short pulsed magnetic field,Diagnostic,,magnetoacoustic tomography,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27513184,Nano Lett,2016,10.1021/acs.nanolett.6b02786,Inorganic,Iron_oxide,Systemic,IV,,102.6,,-15,Spherical,None,,Drugs,DOX-coated IO,Other,Cancer cell membranes,,"2,5 mg DOX / Kg",No info,No info,No info,No info,Xenograft heterotopic,Other,3,89.13624221,69.21352759,31.20399059,27.38040301,Liver,Spleen,Kidney,Magnetic Field + Chemotherapy,,Theragnostics,,MR imaging,1.22,11.23,89.13624221,,8.019,31.497,14.2,7.15,,12.46,,,,45.507,0,17.62146483,69.21352759,31.20399059,15.7118685,0,27.38040301,0,0,0
29684497,J Control Release,2018,10.1016/j.jconrel.2018.04.036,Inorganic,Iron_oxide,Systemic,IV,,59,,No info,Spherical,Proteins,RGD + lipid bilayer membrane + fluorescent Venus protein + MamC protein,None,,Iron oxide,Magnetossome,30,400 umol/kG,No info,No info,No info,No info,Xenograft heterotopic,Prostate,1,58.06451613,,,,,,,Laser irradiation,808 nm laser at 0.95W (PTT),Therapy,,None,1.17,2.79,58.06451613,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
31180099,Nanoscale,2019,10.1039/c9nr02017a,Inorganic,Iron_oxide,Systemic,IV,,272.5,,No info,Plate,Drugs,DOX + GRAPHYDNE + FU,None,,Iron oxide,,,"5,4 mg DOX/Kg",No info,No info,No info,No info,Xenograft heterotopic,Cervix,1,86.77817603,24.2022078,12.75782727,4.690881201,Liver,Spleen,Kidney,Magnetic Field + Chemotherapy,Magnet attatched to the tumor,Therapy,,None,112.88,853.74,86.77817603,,28.76,176.71,93.15,32.88,,34.25,,,,730.14,0,3.938970608,24.2022078,12.75782727,4.503245953,0,4.690881201,0,0,0
27614161,Biomaterials,2016,10.1016/j.biomaterials.2016.08.039,Inorganic,Iron_oxide,Systemic,IV,,190,,No info,Spherical,Drugs,Dihy-droartemisinin (dha) + adsorbed metal ions,None,,Iron oxide,core-shell ,25,,No info,No info,No info,No info,Xenograft heterotopic,Cervix,1,87.31231231,,,,,,,Magnetic Field + Chemotherapy,Magnet,Theragnostics,,MR imaging,3.38,26.64,87.31231231,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
31449887,Nanomedicine,2020,10.1016/j.nano.2019.102086,Inorganic,Iron_oxide,Systemic,IV,,142,,-9.6,Spherical,Peptide,pH-low insertion peptide,None,,Iron oxide,,,1 mg Fe/ kG,No info,No info,No info,No info,Xenograft orthotopic,Breast,1,#DIV/0!,,,,Spleen,Thymus,Lung,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
31635454,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b13598,Inorganic,Iron_oxide,Systemic,IV,,185.17,,32.7,Plate,Polymer,IO NPs + PEG + GOD,None,,Other,Ti3C2 nanosheet,20,,No info,No info,1.38,No info,Allograft heterotopic,Breast,1,100,340.6315789,218.877193,107.5789474,spleen,Liver,Lung,Laser irradiation,NIR laser,Theragnostics,,MR imaging,0,26.32,100,,11.43,31.19,48.54,15.33,,8.87,,,,14.25,0,80.21052632,218.877193,340.6315789,107.5789474,0,62.24561404,0,0,0
28206771,Nano Lett,2017,10.1021/acs.nanolett.6b04865,Inorganic,Iron_oxide,Systemic,IV,,90.7,,No info,Spherical,Polymer,amphiphilic  polymer coating,None,,Iron oxide,,,5 mg Fe / kG,No info,No info,3.65,No info,Xenograft heterotopic,Breast,1,#DIV/0!,,,,Liver,Spleen,,,,Diagnostic,,Magnetic particle imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25457979,Biomaterials,2015,10.1016/j.biomaterials.2014.10.065,Inorganic,Iron_oxide,Local,Intratumoral,,339.4,,-27.7,Other,Polymer,AG + IO NPs + PEI + HA,None,,Polymer,PEI - core-shell NPs,,au =32 mM,No info,No info,No info,No info,Xenograft heterotopic,Cervix,1,99.82048574,,,,,,,Laser irradiation,PTT,Theragnostics,,MRI + CT,0.017,9.47,99.82048574,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27573135,Biomaterials,2016,10.1016/j.biomaterials.2016.08.030,Inorganic,Iron_oxide,Systemic,IV,,205,,-20,Spherical,None,,Other,OA-coated IO,Polymer,Pegylated core with encapsulated IO,70,,No info,3.08,No info,No info,Allograft heterotopic,Breast,1,#DIV/0!,461.038961,355.8441558,93.83116883,Spleen,Liver,Kidney,Magnetic Field,Magnetic targeting,Therapy,Tumor vascularization,None,,,#DIV/0!,0.46,0.46,10.96,14.2,0.87,,2.89,,1.73,,3.08,14.93506494,14.93506494,355.8441558,461.038961,28.24675325,0,93.83116883,0,56.16883117,0
29653288,Biomaterials,2018,10.1016/j.biomaterials.2018.04.002,Inorganic,Iron_oxide,Systemic,IV,,23.8,,-24.3,Spherical,Peptide,Y1R ligand functionalized,Drugs,DOX + IO,Polymer,Micelles,,15 mg Fe/ kG,1.68,No info,7.8,No info,Xenograft heterotopic,Breast,1,68.5,645.1612903,380.6451613,316.1290323,Spleen,Liver,Lung,Chemotherapy,,Theragnostics,,MR imaging,0.63,2,68.5,,0.32,0.59,1,0.49,,0.222,,,,0.155,0,206.4516129,380.6451613,645.1612903,316.1290323,0,143.2258065,0,0,0
23891990,Nanomedicine,2014,10.1016/j.nano.2013.07.003,Inorganic,Iron_oxide,Local,Intratumoral,,80,,-7.75,Spherical,Other,IO (shell) + Fluorescent tag,Drugs,TMZ,Polymer,PEG-PLA-PCL shell with IO ,,5 mg TMZ / Kg,No info,No info,No info,No info,Xenograft heterotopic,Brain,3,69.83360172,,,,,,,Chemotherapy,,Theragnostics,,MR imaging,5.62,18.63,69.83360172,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
20580427,Biomaterials,2010,10.1016/j.biomaterials.2010.06.008,Inorganic,Iron_oxide,Systemic,IV,,194,,-2.2,Spherical,None,,Drugs,IO + 5-Fu + GdGTPA,Polymer,PLGA,2000,,No info,No info,No info,No info,Xenograft orthotopic,Breast,1,#DIV/0!,,,,,,,Chemotherapy,,Theragnostics,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25173842,J Control Release,2014,10.1016/j.jconrel.2014.08.017,Inorganic,Iron_oxide,Systemic,IV,,170,,-50,Spherical,None,,Other,IO NPs (CANmaghemite particles),Other,Rhsa matrix,100,,No info,No info,No info,No info,No tumor model - Healthy animals,,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
28256824,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b00490,Inorganic,Iron_oxide,Systemic,IV,,10,,No info,Spherical,Proteins,IO NPs + ICG + BSA,None,,Other,Carbon nanoparticles,,5 mg ICG /Kg,No info,No info,No info,No info,Allograft heterotopic,Breast,1,100,,,,Liver,Spleen,Lung,Laser irradiation,NIR laser (PTT),Theragnostics,,MRI + Fluorescence,0,484.69,100,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
31576881,Nanoscale,2019,10.1039/c9nr06774d,Inorganic,Iron_oxide,Systemic,IV,,100,,34,Spherical,Polymer-Drugs,PEG + PAMAM + MMP2 +Ce6,None,,Iron oxide,,5,,No info,No info,No info,No info,Xenograft heterotopic,Other,1,62.38185255,47.28212584,41.64930135,40.24069138,Kidney,Spleen,Lung,Photodynamic (Photosensitizers),Laser irradiation,Theragnostics,,MRI + Fluorescence,1.99,5.29,62.38185255,,338.79,423.49,515.66,498.22,,585.4,,,,1238.1,0,27.36370245,34.20482998,41.64930135,40.24069138,0,47.28212584,0,0,0
31453620,Nanoscale,2019,10.1039/c9nr04763h,Inorganic,Iron_oxide,Local,Intratumoral,,490,,No info,Spherical,Polymer-nucleic acids,Silica coating + CD-PGEA + Pdna,None,,Iron oxide,,3.27,,No info,No info,No info,No info,Xenograft heterotopic,Brain,6,91.93037975,,,,,,,Magnetic Field + Laser irradiation + Gene Therapy,Laser irradiation (PTT),Theragnostics,,MR imaging,0.51,6.32,91.93037975,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
28426929,ACS Nano,2017,10.1021/acsnano.7b00038,Inorganic,Iron_oxide,Systemic,IV,,5,,No info,Spherical,Polymer,oligosacharide,None,,Iron oxide,IO aggregates,,20 mg Fe/kG,No info,No info,10,No info,Allograft orthotopic,Breast,1,#DIV/0!,,,,Kidney,Liver,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27109431,Nanoscale,2016,10.1039/c5nr09193d,Inorganic,Iron_oxide,Systemic,IV,,71.6,,No info,Plate,Polymer,IO + PEG + NOTA,None,,Other,Graphene oxide nanosheets,,"5,2 mM Fe / mouse",No info,15.5,0.35,27.7,Allograft heterotopic,Breast,,#DIV/0!,219.0730838,125.9358289,33.85026738,Liver,Spleen,Lung,,,Diagnostic,,PET+MRI+Phostoacoustic,,,#DIV/0!,0.56,3.41,24.58,14.13,3.798,0.39,3.24,,1.73,,11.22,4.991087344,30.39215686,219.0730838,125.9358289,33.85026738,3.475935829,28.87700535,0,15.41889483,0
28285157,Nanomedicine,2017,10.1016/j.nano.2017.02.014,Inorganic,Iron_oxide,Systemic,IV,,65,,No info,Spherical,Polymer-Drugs,Silica + PNIPAM +DOX,None,,Iron oxide,Core-shell NPs,,3 mg DOX /Kg,No info,No info,No info,No info,Xenograft heterotopic,Other,1,92.87288332,,,,,,,Magnetic Field + Laser irradiation +Chemotherapy,NIR (PTT) + Magnet,Theragnostics,,Fluorescence + Photoacoustic,73.74,1034.64,92.87288332,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25731982,Nanoscale,2015,10.1039/c4nr04257c,Inorganic,Iron_oxide,Systemic,IV,,187,,-33.6,Spherical,Drugs,Folate + DTX,Polymers,PEG-coated IO NPs,Other,Lipossomes - DSPE-PEG2000,,5 mg DTX /kG,No info,No info,No info,No info,Xenograft heterotopic,Skin,7,94.18604651,62.96296296,61.85185185,11.85185185,Liver,Spleen,Kidney,Magnetic Field + Laser irradiation +Chemotherapy,13.56 MHz RF,Theragnostics,,MR imaging,0.7,12.04,94.18604651,,0.32,1.7,1.67,0.24,0.15,0.32,,,,2.7,0,11.85185185,62.96296296,61.85185185,8.888888889,5.555555556,11.85185185,0,0,0
24881997,Biomaterials,2014,10.1016/j.biomaterials.2014.04.063,Inorganic,Iron_oxide,Systemic,IV,,103,,No info,Spherical,Polymer,Pegylated,None,,Iron oxide,,,"1,46 mg Fe / kG",No info,No info,No info,No info,Xenograft heterotopic,Cervix,1,99.81520591,,,,,,,Laser irradiation + Magnetic field,,Theragnostics,,MR imaging,0.035,18.94,99.81520591,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27045357,Biomaterials,2016,10.1016/j.biomaterials.2016.03.015,Inorganic,Iron_oxide,Systemic,IV,,38,,No info,Spherical,Polymer-Drugs,Alginate + DOX + MeO-PEG,None,,Iron oxide,"Colloidal clusters ""layer by layer""",No info,,No info,No info,No info,No info,Allograft heterotopic,Breast,1,#DIV/0!,,,,,,,Magnetic Field + Chemotherapy,Magnet + DOX,Theragnostics,,Optoacoustic Tomography,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
30839969,Nanoscale,2019,10.1039/c8nr09347d,Inorganic,Iron_oxide,Systemic,IV,,140,,-25,Spherical,Other,RTX +PEI + Folate receptor,None,,Iron oxide,,,3 mg/m2: 10 MG Fe /Kg,No info,3.05,0.47,5.33,Xenograft heterotopic,Cervix,1,66.87024943,434.7826087,413.0434783,326.0869565,Spleen,Lung,Heart,,,Theragnostics,,MR imaging,148.63,448.63,66.87024943,,0.15,0.088,0.2,0.19,,0.0645,,,,0.046,0,326.0869565,191.3043478,434.7826087,413.0434783,0,140.2173913,0,0,0
27960458,Nano Lett,2016,10.1021/acs.nanolett.6b03122,Inorganic,Iron_oxide,Local,Intratumoral,,35,,No info,Spherical,Drugs,Silica + Drug (DOX) + Antibody,None,,Iron oxide,Zinc-doped iron oxide,25,,160 nM,No info,No info,No info,Xenograft heterotopic,Colon,1,97.36456808,,,,,,,Magnetic Field + Chemotherapy,,Therapy,,None,0.18,6.83,97.36456808,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
31244043,ACS Nano,2019,10.1021/acsnano.9b01436,Inorganic,Iron_oxide,Systemic,IV,,42,,-4.1,Spherical,Polymer,PSMA (maphiphilic polymer) + PEG,None,,Iron oxide,IO +PCPDTBT (semi-conducting polymer) - Janus structure,2,,No info,18,49,No info,Allograft orthotopic,Breast,1,#DIV/0!,335.5844156,159.3766234,46.75324675,Spleen,Liver,Kidney,Laser irradiation + Magnetic field,,Diagnostic,,MPR + MRI + Fluorescnece + Photoacoustic,,,#DIV/0!,,5.29,30.68,64.6,4.45,,9,,,,19.25,0,27.48051948,159.3766234,335.5844156,23.11688312,0,46.75324675,0,0,0
27031226,Nano Lett,2016,10.1021/acs.nanolett.6b00331,Inorganic,Iron_oxide,Systemic,IV,,128.4,,-8.5,Spherical,Peptide,Ac-Asp-Glu-Val-Asp-Cys(StBu)-Lys-CBT,None,,Iron oxide,,,"9,8 mg Fe /Kg",No info,No info,No info,No info,Xenograft heterotopic,Liver,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
31042245,Nanoscale,2019,10.1039/c9nr01194c,Inorganic,Iron_oxide,Systemic,IV,,100,,-37.2,Spherical,Drugs,hccp + cur + hps + ce6,None,,Iron oxide,,,"9,6 Cur mg/kG e 1,8 Ce6 mg/kG",No info,No info,No info,No info,Xenograft heterotopic,Cervix,3,97.68765133,,,,,,,Photodynamic (Photosensitizers),660 nm laser,Theragnostics,,MR imaging,0.191,8.26,97.68765133,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25262581,Nanomedicine,2015,10.1016/j.nano.2014.09.009,Inorganic,Iron_oxide,Systemic,IV,,100,,11.1,Spherical,Drugs,Antibody (HER2) + DRUG(DOX) + MFNC + IO NPs + Cy 5.5,None,,Polymer,Chitosan + Pluronic ,,3 mg DOX /Kg,No info,No info,No info,No info,Xenograft heterotopic,Breast,3,76.59039507,,,,,,,Chemotherapy,,Theragnostics,,MRI + Fluorescence,787.67,3364.73,76.59039507,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
