PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_(nm),Size details,Zeta_Potential_(mV),Shape,Coating,Coating details,Loading,Loading details,Core,,Dose_(mg/kg),Dose_other data,IC50,Delivery_Efficiency_(%ID/g),Distribution Half-life_(h),Elimination Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy,Study strategy,Imaging,Treated tumor,Control tumor,Tumor_Reduction_(%),Obs,Muscle,Heart,Liver,Spleen,Lung,Brain,Kidney,Bladder,Skin,Colon,Tumor,Ratio - Muscle,Ratio - Heart,Ratio - Liver,Ratio - Spleen,Ratio - Lung,Ratio - Brain,Ratio - Kidney,Ratio - Bladder,Ratio - Skin,Ratio - Colon,,,,,,,,,,,,,,,,,,,,,,,
31355836,Nanoscale,2019,10.1039/c9nr04858h,Inorganic,Silica,Systemic,IV,90,Approximately by TEM ,Not available ,Spherical,Polymers,"Silica, Iron and Manganese oxide and PEG",Other,Upconversion NP and MC540,Other,,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Pancreas,1,94.02985075,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Theragnostics,MRI/Luminescence,0.8,13.4,94.02985075,With Magnetic field applied,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27933825,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b07770,Inorganic,Silica,Local,Intratumoral,30,Approximately by TEM ,Not available ,Other,Vitamins,Folic acid Silica coated Upconversion NP attached Gold Nanorods,Other,Upconversion NP,Other,,,,Not available,Not available,Not available,Not available,Allograft orthotopic,Other,1,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Theragnostics,Not applicable,Not available,Not available,#VALUE!,Oral squamous carcinoma,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25277774,Biomaterials,2014,10.1016/j.biomaterials.2014.09.003,Inorganic,Silica,Systemic,IV,154,,23.6,Spherical,Polymer-Peptides,"PEI, PEG and KALA fusogenic peptide ",nucleic acids,anti-VEGF,Other,,100,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Lung,5,94.11764706,Not available,Not available,Not available,Not available,Not available,Not available,Gene Therapy,Therapy,Not applicable,30,510,94.11764706,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
21816467,Biomaterials,2011,10.1016/j.biomaterials.2011.06.066,Inorganic,Silica,Systemic,IV,100,,Not available ,Spherical,None,,Drugs,Doxorubicin,Silica,,5 ug/g,,"17,3 ug/ml",Not available,Not available,Not available,Xenograft orthotopic,Breast,2,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
29393566,Angew Chem Int Ed Engl,2018,10.1002/anie.201712528,Inorganic,Silica,Systemic,IV,Not available,,Not available ,Spherical,None,,Drugs,AZA-BODIPY and boron-dipyrromethene (chromophores),Silica,,Not available,,Not applicable,Not available,Not available,Not available,Xenograft heterotopic,Colon,1,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,NIR,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25474753,ACS Appl Mater Interfaces,2015,10.1021/am507658v,Inorganic,Silica,Local,Intratumoral,130,,-14.6,Spherical,Vitamins,"Graphene oxide, Serum Proteins and Folic acid",Drugs,Doxorubicin,Silica,,10,ug/mL of Dox (volume not reported),Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,Not available,96.7032967,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Chemotherapy,Therapy,Not applicable,0.3,9.1,96.7032967,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
21981330,J Am Chem Soc,2011,10.1021/ja206998x,Inorganic,Silica,Systemic,IV,94,,Not available ,Spherical,Polymer,polyethylene glycol diacrylate,Drugs,Doxorubicin,Silica,,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Other,Not available,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Theragnostics,Not applicable,Not available,Not available,#VALUE!,Human sarcoma,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27025546,Nanoscale,2016,10.1039/c5nr09167e,Inorganic,Silica,Systemic,IV,100,,Not available ,Spherical,Polymers,PEG-Lysine-Lipoic acid,Drugs,Doxorubicin,Silica,,1 mg/mL,Volume not described,Not available,Not available,Not available,Not available,Allograft heterotopic,Breast,2,74.64788732,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,1.8,7.1,74.64788732,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22818982,Biomaterials,2012,10.1016/j.biomaterials.2012.06.062,Inorganic,Silica,,,,Quantum dots for photothermal therapy. SiNPs are only used as netive control ,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25985153,Biomaterials,2015,10.1016/j.biomaterials.2015.04.053,Inorganic,Silica,Systemic,IV,50,Approximately by TEM ,Not available,Other,Polymers,Silica and PEG,Drugs,Iron oxide NP and doxorubicin ,Iron oxide,,7,of Dox (LC not described),Not available,Not available,Not available,Not available,Allograft heterotopic,Breast,Not available,93.5483871,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Chemotherapy,Theragnostics,MRI/Fluorescence,0.6,9.3,93.5483871,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28325685,Biomaterials,2017,10.1016/j.biomaterials.2017.03.010,Inorganic,Silica,Systemic,IV,159.2,,8.9,Spherical,Polymer,PEG,Drugs,Doxorubicin and alpha-Tocopheryl succinate,Silica,,5,of Dox,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,3,91.80327869,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,0.8,9.76,91.80327869,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25521795,Nanoscale,2015,10.1039/c4nr05342g,Inorganic,Silica,Systemic,IV,60,Approximately by TEM ,Not available,Spherical,Polymer,"PEG, Iron Oxide NP and Silica and Doxorubicin embeded in Silica Coating",Other,Upconversion NP ,Silica,,5,of Dox,Not available,Not available,Not available,Not available,Allograft heterotopic,Liver,2,84.50704225,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Theragnostics,MRI/Luminescence,1.1,7.1,84.50704225,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23777913,Biomaterials,2013,10.1016/j.biomaterials.2013.05.059,Inorganic,Silica,Systemic,IV,200,Different PEG chain with different sizes around 200 nm and ZP around -5 mV,-5,Spherical,Other,Gold coating of silica nanorattles,Polymer,The main goal was to evaluated the impact of different PEG chains ,Silica,,,,,,,,Allograft orthotopic,,,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal,Therapy,,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
24777583,Nanoscale,2014,10.1039/c4nr00595c,Inorganic,Silica,Not applicable,Not applicable,97,,Not available,Spherical,Polymer-Peptides,"PEG, EGFR targeting Peptide and antibody anti-7C12",Other,FITC,Silica,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,Fluorescence,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
20510446,Biomaterials,2010,10.1016/j.biomaterials.2010.04.055,Inorganic,Silica,,,,Paper reporting promotion of human malignant melanoma growth by silica NP,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
20648332,Nanoscale,2010,10.1039/c0nr00096e,Inorganic,Silica,,,,Review about silica-based NP for photodynamic therapy,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28749498,Nanoscale,2017,10.1039/c7nr04039c,Inorganic,Silica,Systemic,IV,257,,23.3,Spherical,Vitamins,Folic acid,Drugs,Doxorubicin,Silica,,0.75,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,Not available,96.875,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Chemotherapy,Therapy,NIR,15,480,96.875,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
24898567,Nanoscale,2014,10.1039/c4nr01025f,Inorganic,Silica,Not applicable,Not applicable,48,,-28.4,Spherical,Proteins,Silica and Biotin,Other,PbS nanocrystals,Other,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,#VALUE!,Not applicable,Not applicable,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,NIR,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26403308,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b04315,Inorganic,Silica,Systemic,IV,119,,4.3,Other,Other,2-methyl imidazole ,Drugs,Curcumin loaded in Zeolitic imidazolate Frameworks,Other,,20,,"3,0 ug/ml",Not available,Not available,Not available,Xenograft heterotopic,Cervix,6,91.01123596,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,0.8,8.9,91.01123596,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22027594,Biomaterials,2012,10.1016/j.biomaterials.2011.10.017,Inorganic,Silica,Local,Intratumoral,250 nm x 150 nm,Elipsoid shape,-11.1,Other,Polymer-Drugs,"Silica, Doxorubicin and PEG-modified Gold Nanorods",Other,Iron oxide,Other,,32,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,Not available,85.45454545,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Chemotherapy,Theragnostics,NIR/MRI,0.018181818,0.125,85.45454545,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27376560,Biomaterials,2016,10.1016/j.biomaterials.2016.06.037,Inorganic,Silica,Systemic,IV,157.7,,12.4,Spherical,Drugs,Silica Coating wiht Chlorin e6 embedded and Peptide on the surface for Her2 targeting,Other,Upconversion NP,Other,,250,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,Not available,99.38271605,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Theragnostics,MR imaging,0.02,3.24,99.38271605,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25770995,Biomaterials,2015,10.1016/j.biomaterials.2015.01.063,Inorganic,Silica,Systemic,IV,130.9,,31.8,Spherical,Polymer-Peptides,Poly lactic glyoclic acid with Transferrin and TAT peptide ,Drugs,Selenocystin (anticancer aminoacid),Silica,,1.0 ,of SeC,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,7,47.61904762,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy + Radiotherapy,Therapy,Not applicable,1.1,2.1,47.61904762,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27657487,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b10255,Inorganic,Silica,Local,Intratumoral,130,,-13.3,Spherical,Other,Amine groups,Drugs,Chlorin e6 and Zirconium,Silica,,Not available,,Not available,160,Not available,Not available,Xenograft heterotopic,Breast,3,77.32997481,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Theragnostics,Not applicable,180,794,77.32997481,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
20878636,Small,2010,10.1002/smll.201000903,Inorganic,Silica,Systemic,IV,50,Approximately by TEM ,Not available,Spherical,None,,nucleic acids,Doxorubicin Iron oxide silica NP and Gold-DNA NP encapsulated in Calcium Carbonate NP,Other,,Not applicable,,Not available,Not applicable,Not applicable,Not applicable,Not applicable,Cervix,Not applicable,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Gene Therapy + Chemoterapy,Therapy,Not applicable,Not applicable,Not applicable,#VALUE!,Only in vitro results,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26097445,Adv Funct Mater,2015,10.1002/adfm.201404629,Inorganic,Silica,Systemic,IV,117,,25,Spherical,Polymer-Nucleic acids,"PEI, PEG, anti-HER2 antibody and siRNA",nucleic acids,against HER2,Silica,,62.5,,Not available,Not applicable,Not applicable,Not applicable,Xenograft orthotopic,Breast,5,55.98705502,Not available,Not available,Not available,Not available,Not available,Not available,Gene Therapy,Therapy,Not applicable,272,618,55.98705502,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23591393,Biomaterials,2013,10.1016/j.biomaterials.2013.03.058,Inorganic,Silica,Systemic,IV,150,,-1.58,Spherical,Other,Methylphosphonate ,Other,Upconversion NP,Other,,9,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,CT/MRI/Luminescence,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25453956,Biomaterials,2015,10.1016/j.biomaterials.2014.10.033,Inorganic,Silica,Systemic,IV,50,,-35,Spherical,Vitamins,Folic Acid,Drugs,Doxorubicin and Near-infrared luminescent NP embeded in silica NP,Silica,,10,,Not available,Not available,Not available,Not available,Allograft heterotopic,Liver,1,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Theragnostics,NIR,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23843254,Small,2013,10.1002/smll.201301093,Inorganic,Silica,Systemic,IV,78,,Not available,Spherical,Polymers,Silica PEG,Drugs,Doxorubicin and UCNP (core),Other,,40,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Liver,3,63.24461343,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Theragnostics,MRI/Luminescence,2.9,7.89,63.24461343,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23228423,Biomaterials,2013,10.1016/j.biomaterials.2012.11.032,Inorganic,Silica,Systemic,IV,30,Approximately by TEM ,-72.3,Spherical,Glycosides,Hyaluronic acid and DOTA-Copper64,Other,Gadollinium ,Other,,Not available,,Not available,Not available,Not available,Not available,Xenograft orthotopic,Brain,Not applicable,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,PET/MR,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27997794,ACS Nano,2017,10.1021/acsnano.6b05949,Inorganic,Silica,Systemic,IV,56,,Not available,Spherical,Polymers,Silica-PEG-Dyn-2,Polymer,Semiconducting Polymer Nanoprobes,Silica,,1,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,Not applicable,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,Photoacustic,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25353068,ACS Appl Mater Interfaces,2014,10.1021/am506849p,Inorganic,Silica,Systemic,IV,129,,-10.2,Spherical,Polymer-Proteins,PEG-VEGF121 and NOTA-Copper64,Drugs,Sunitinib,Silica,,5,,Not available,4.7,Not available,Not available,Xenograft heterotopic,Brain,Not available,#VALUE!,12.3,7.9,7.7,Liver,Kidney,Lung,Chemotherapy,Theragnostics,PET,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
20623530,Small,2010,10.1002/smll.201000538,Inorganic,Silica,Systemic,IP,130,,Not available,Spherical,Vitamins,Folic acid ,Drugs,Camptothecin,Silica,,50,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,>15,99.88636364,Not available,Not available,Not available,Lung,Intestine,Spleen,Chemotherapy,Therapy,Not applicable,0.2,176,99.88636364,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22704598,Biomaterials,2012,10.1016/j.biomaterials.2012.05.051,Inorganic,Silica,,,,Paper about biocompatibility based on Hemolysis and complement activation,,Spherical,,Silica-NH2,Other,ZnS coatead CuSe NNP,Other,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,#VALUE!,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23164421,Biomaterials,2013,10.1016/j.biomaterials.2012.10.072,Inorganic,Silica,Local,Intratumoral,50,,22.9,Spherical,Polymer-Peptides,PEI-KALA fusogenic peptide ,nucleic acids,SiRNA,Silica,,10,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Lung,4,73.28519856,Not available,Not available,Not available,Not available,Not available,Not available,Gene Therapy,Therapy,Not applicable,222,831,73.28519856,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26245739,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b04999,Inorganic,Silica,Not available,Not available,489,,43.3,Spherical,Polymers,PEI and Silica ,Drugs,Gold NP (core) ,Gold,,3,of Mn/Kg,Not available,Not available,Not available,Not available,Allograft heterotopic,Cervix,Not available,#VALUE!,22.2,12.3,4.3,Liver ,Spleen,Kidney,Not applicable,Diagnostic,MR/CT/US,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
24056841,Nanoscale,2013,10.1039/c3nr02508j,Inorganic,Silica,Systemic,IV,6,,-38.5,Spherical,None,,Proteins,Near infrared fluorescent proteins,Silica,,30,,Not available,Not available,Not available,Not available,Not applicable,Not applicable,Not applicable,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,Fluorescence,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22177841,Biomaterials,2012,10.1016/j.biomaterials.2011.11.086,Inorganic,Silica,Systemic,IV,Several sizes,,Not available,Spherical,Polymer,SBA-15 polymer,Other,Doxorubicin and Manganese oxide NP,Silica,,13,of Dox,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,Not available,#VALUE!,Not available,Not available,Not available,Liver,Spleen,Kidney,Chemotherapy,Theragnostics,MR/CT/US,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
21801769,J Control Release,2011,10.1016/j.jconrel.2011.07.019,Inorganic,Silica,Systemic,IV,43.1,,Not available,Spherical,Polymer-Peptides,Silica coating with PEG and Cy5.5-MMP substrate (GPLGVRG),Other,Iron oxide coated by Silica NP,Silica,,Not available,,Not available,Not available,Not available,Not available,Allograft heterotopic,Cervix,Not available,#VALUE!,Not available,Not available,Not available,Liver,Heat,Lung,Not applicable,Diagnostic,MR/CT/US,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23932498,Biomaterials,2013,10.1016/j.biomaterials.2013.07.075,Inorganic,Silica,Systemic,IV,150,,-18.1,Spherical,Polymer-mAb,PLGA and Transferrin,Drugs,Iron oxide NP Doxorubicin and Paclitaxel ,Silica,,50,,Not available,Not available,Not available,Not available,Xenograft orthotopic,Brain,4,98.86363636,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,1,88,98.86363636,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
32416002,Angew Chem Int Ed Engl,2020,10.1002/anie.202004142,Inorganic,Silica,Systemic,IV,80,Approximately by TEM ,Not available,Spherical,Glycosides,galactohexasaccharide ,Other,Nile Blue (NIR dye),Silica,,40,,Not available,Not available,Not available,Not available,Allograft heterotopic,Breast,Not available,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,NIR,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23924214,J Am Chem Soc,2013,10.1021/ja404985w,Inorganic,Silica,Local,Intratumoral,58.8,,28.6,Spherical,Polymers,"PEG, CuS",Other,Silica-coated Upconversion NP ,Other,,10.5,,Not available,Not available,Not available,Not available,Allograft heterotopic,Breast,1,100,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Radiotherapy,Theragnostics,CT/MRI/Luminescence,0,6.2,100,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
