PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_(nm),Size details,Zeta_Potential_(mV),Shape,Coating,Coating details,Loading,Loading details,Core,Core details,Dose_(mg/kg),Dose_other data,IC50,Delivery_Efficiency_(%ID/g),Distribution Half-life_(h),Elimination Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,Tumor volume (control),Tumor volume (treated),Tumor_Vol_Reduction_(%),Tumor Accumulation,Muscle Accumulation,Muscle (%),Heart Accumulation,Heart (%),Liver Accumulation,Liver (%),Spleen Accumulation,Spleen (%),Lung Accumulation,Lung (%),Brain Accumulation,Brain (%),Kidney  Accumulation,Kidney (%),Bladder Accumulation,Bladder (%),Skin Accumulation,Skin (%),Intestine Accumulation,Colon (%),Stomach Accumulation,Stomach (%),Off_target_1_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation_(%),Off_target_2_accumulation,Off_target_3_accumulation_(%),Off_target_3_accumulation,Study strategy,Therapy,Imaging,Notes
25044204,Adv Mater,2014,10.1002/adma.201401499,Inorganic,Gold,Systemic,IV,39.46,,,Spherical,Antibody,EGFR affibody + Gold dots,None,,Other,HBV capsid based proteinticle,,"2 mg, 100 ul",,,,,Xenograft heterotopic,Breast,1,250.97,30.95,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal therapy,CT + Fluorescence,
23873020,Nanoscale,2013,10.1039/c3nr01447a,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The authors use iron oxide nanoparticles; hollow gold nanospheres are only used as comparison, but the iron oxide nanoparticles perform better"
25804427,Nanoscale,2015,10.1039/c5nr01055a,Inorganic,Gold,Local,Intratumoral,See size note,"42.3 nm (lenghht), 9.6 (width)",,Rod,Polymer,Polypyrrole,None,,Gold,,4,100 ul,,,,,Allograft heterotopic,Lung,1,9.95,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,Raman,
25286086,ACS Nano,2014,10.1021/nn503779d,Inorganic,Gold,Systemic,IV,89.05,,-9.1,Cube,Polymer,Poly(vinylpyrrolidone + Erythrocyte membrane,None,,Gold,,,250 ug (Au dose),,8.34,,9.5,Allograft heterotopic,Breast,1,13.12,0.1,99.2,8.34,,,1.02,12.2,11.54,138.4,24.72,296.4,4.41,52.9,,,5.6,67.1,,,,,,,,,296.4,Spleen,138.4,Liver,67.1,Kidney,Therapy,Photothermal therapy,None,
27195747,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b03165,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
23101432,ACS Nano,2012,10.1021/nn304347g,Inorganic,Gold,Systemic,IV,See size note,"41.4 (length), 12 (width)",-8.9,Rod,Polymer,PEG,None,,Gold,,,"200 ul, 5.4 nM",,3.8,,,Xenograft heterotopic,Ovary,1,,,,2.08,,,,,22.28,1071.2,107.02,5145.2,0.22,10.6,,,0.87,41.8,,,,,,,,,5145.2,Spleen,1071.2,Liver,41.8,Kidney,Imaging,None,Raman + Photoacoustic,
23896004,Biomaterials,2013,10.1016/j.biomaterials.2013.07.034,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The authors do not use gold NPs but chitosan nanospheres, and also no in vivo studies are performed in the paper"
26574662,Nanoscale,2015,10.1039/c5nr06501a,Inorganic,Gold,Systemic,IV,See size note,"60 (lenght), 15 (width)",29.4,Rod,Vitamins,Mesoporous silica + Folate-modified lipid bilayer + Hypocrellin B,None,,Gold,,,"2 mg/ml, Au content = 840 ug/ml, Hypocrellin B content = 45 ug/ml",,,,,Xenograft heterotopic,Breast,1,1770,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photodynamic + Photothermal therapy,Fluorescence,
23249999,Nanoscale,2013,10.1039/c2nr32760k,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
27643533,Nano Lett,2016,10.1021/acs.nanolett.6b02547,Inorganic,Gold,Systemic,IV,202.5,,-15.82,Spherical,Polymer,Gold NPs + carboxymethyl dextran,None,,Alloy,Titanium dioxide,3 (titanium dosage),,,,,,Xenograft heterotopic,Other,4,4467.61,501.41,88.8,14890,,,220,1.5,3970,26.7,220,1.5,880,5.9,,,1690,11.3,,,,,,,,,26.7,Liver,11.3,Kidney,5.9,Lung,Therapy,Ultrasound,Fluorescence,
24150920,Small,2014,10.1002/smll.201302924,Inorganic,Gold,Systemic,IV,78,,-20.1,Star,Peptide,Cyclic RGD peptide,None,,Gold,,,,,7.83,,,Xenograft heterotopic,Brain,4,4.29,0,100,7.83,0.95,12.1,1.82,23.2,12.39,158.2,3.72,47.5,6.27,80.1,,,4.85,61.9,,,,,,,,,158.2,Liver,80.1,Lung,61.9,Kidney,Theragnostics,Photothermal therapy,Photoacoustic,
27921316,Adv Mater,2017,10.1002/adma.201604894,Inorganic,Gold,Systemic,IV,49,,,Spherical,Polymer,"PEG + NHS-diazirine (succinimidyl 4,4-azipentanoate)",None,,Gold,,,2 mg/ml,,,,,Allograft heterotopic,Breast,1,19.35,0.28,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,Photoacoustic,
22930451,Nanoscale,2012,10.1039/c2nr31616a,Inorganic,Gold,Systemic,IV,4.82,,,,Proteins-Drugs,Bovine serum albumin + Folic acid + MPA dye + Doxorubicin,None,,Gold,,5.5 (Doxorubicin equivalent),,,,,,Xenograft heterotopic,Other,5,,,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Chemotherapy,Fluorescence,
25658655,ACS Nano,2015,10.1021/nn5069258,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The authors use magnetic NPs conjugated to polypyrrole; gold nanorods are only used as comparison, but the magnetic NPs perform better"
24339243,Small,2014,10.1002/smll.201302719,Inorganic,Gold,Systemic,IV,See size note,"37.3 (lenght), 11 (width)",-13.1,Rod,Polymer,Lipid bilayer,None,,Gold,,2.2 (Doxorubicin dosage),,,,,,Allograft orthotopic,Skin,1,141.33,0.09,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photodynamic therapy,Fluorescence,
24317132,Nanoscale,2014,10.1039/c3nr05468c,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The authors use palladium nanosheets; gold nanorods are used as comparison but the palladium nanosheets perform better
24712914,ACS Appl Mater Interfaces,2014,10.1021/am500761x,Inorganic,Gold,Systemic,IV,343.8,,3.7,Spherical,Polymer,"Amine-terminated poly(amidoamine) dendrimers of generation
5 pre-modified with fluorescein isothiocyanate and
poly(ethylene glycol)-linked lactobionic acid",None,,Gold,Gold NPs,,"[Au] = 0.1 M, 100 ul",,,,,Xenograft heterotopic,Liver,1,,,,20.81,,,32.47,156,351.08,1687.1,186.58,896.6,106.93,513.8,,,48.05,230.9,,,,,,,,,1687.1,Liver,896.6,Spleen,513.8,Lung,Imaging,None,CT,
26245739,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b04999,Inorganic,Gold,Systemic,IV,489,,43.3,Spherical,Polymer,Gold shell MnO shell + Polyethylenimine,None,,Silica,Hollow mesoporous silica,,"3 ml, 8.48 x 10^8 particles/ml (Ultrasound); 3 mg Mn/kg (CT); 19.2 mg Au/kg (MRI) ",,,,,Allograft heterotopic,Other,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,Ultrasound + MRI + CT,
23544841,ACS Nano,2013,10.1021/nn400669r,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The authors do not use gold nanoparticles; they use 64Cu-porphysomes
27576159,ACS Nano,2016,10.1021/acsnano.6b03874,Inorganic,Gold,Systemic,IV,73.2,,-18.3,Star,Polymer-Nucleic acid,siRNA against heat-shock protein 72 + Hyaluronic acid,None,,Gold,Gold nanostar,10,100 ul,,8.6,,,Xenograft heterotopic,Breast,1,6.57,0.05,99.2,8.6,3.89,45.2,4.16,48.4,27.19,316.2,46.26,537.9,2.94,34.2,,,5.98,69.5,,,,,,,,,537.9,Spleen,316.2,Liver,69.5,Kidney,Therapy,Photothermal  + Gene therapy,None,
23088841,Biomaterials,2013,10.1016/j.biomaterials.2012.09.054,Inorganic,Gold,Systemic,IV,3.1,,,Spherical,Polymer,Amine-terminated generation 5 poly(amidoamine) dendrimers + Folic acid,None,,Gold,,,"100 uL, [Au] = 0.1 M",,,,,Xenograft heterotopic,Lung,1,,,,108,,,114.66,106.2,467.99,433.3,2243.24,2077.1,116,107.4,,,393.33,364.2,,,,,7.99,7.4,,,2077,Spleen,433.3,Liver,364.2,Kidney,Imaging,None,CT,
27018259,Nanomedicine,2016,10.1016/j.nano.2016.02.002,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Review paper
23932289,Biomaterials,2013,10.1016/j.biomaterials.2013.07.084,Inorganic,Gold,Local,Sub-cutaneous,26.1,,-35,Spherical,Peptide-Drugs,PEG + CPLGLAGG peptide + Doxorubicin,None,,Gold,,5,,,,,,Allograft heterotopic,Other,1,3546,86,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Chemotherapy,Fluorescence,
24127782,ACS Nano,2013,10.1021/nn403258w,Inorganic,Gold,Systemic,IV,,,,Spherical,Proteins,Low density lipoproteins,None,,Gold,,250 (Gold dosage),,,,,2,Xenograft heterotopic,Skin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,CT + Fluorescence,
23788508,Small,2013,10.1002/smll.201300696,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
22370335,Nanomedicine,2012,10.1016/j.nano.2012.02.005,Inorganic,Gold,Systemic,IV,70,,-31.3,Star,Polymer,PEG,None,,Gold,,,"50 nM, 50 ul",,,,,,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal therapy,None,
29676908,J Am Chem Soc,2018,10.1021/jacs.8b00368,Inorganic,Gold,Local,Intratumoral,9.8,,,Spherical,Polymer,Gold shell + PEG + 19F,None,,Alloy,Cu7S4,,"100 ul, 20 mg/ml",,,,,Allograft heterotopic,Breast,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal therapy,MRI + CT,
21688390,Small,2011,10.1002/smll.201100927,Inorganic,Gold,Systemic,IV,31,,,Spherical,Polymer-peptide,PEG + cyclic RGD peptide + 125 iodine,None,,Gold,,10,,,,,,Xenograft heterotopic,Brain,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,SPECT + CT,
31845927,Nanoscale,2020,10.1039/c9nr08475d,Inorganic,Gold,Systemic,IV,5 to 10,,5.5,Spherical,Peptide-Drugs,Lys-Phe-Gly peptide + Doxorubicin,None,,Gold,,2.5 (Doxorubicin dosage),100 ul,,,,,Xenograft heterotopic,Breast,4,2355.48,177.29,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Chemotherapy,None,
23010987,Nanoscale,2012,10.1039/c2nr31687k,Inorganic,Gold,Systemic,IV,6,,6.7,Spherical,Polymer,Amine-terminated 5-generation poly(amidoamine) dendrimers modified by diatrizoic acid,None,,Gold,,,"20 umol Au/g body weight; [Au] = 0.1 M, 0.5 ml",,,,,,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,CT,
26726809,Nanoscale,2016,10.1039/c5nr07552a,Inorganic,Gold,Systemic,IV,90,,,Spherical,Polymer,Graphene oxide + PEG,None,,Gold,,,"200 ul, 1 mg/ml",,,,,Xenograft heterotopic,Brain,1,15.29,0.09,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,Photoacoustic,
17530850,J Am Chem Soc,2007,10.1021/ja071471p,Inorganic,Gold,Systemic,IV,31,,,Spherical,Polymer,PEG,None,,Gold,,,"400 ul, 100 mg/ml",,,,,Xenograft orthotopic,Liver,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,CT,
18249156,Nanomedicine,2008,10.1016/j.nano.2007.11.005,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The authors do not use gold nanoparticles
19619590,J Control Release,2009,10.1016/j.jconrel.2009.07.007,Inorganic,Gold,Systemic,IV,,,,Spherical,Polymer-Affibody,PEG + Beta-lapachone + Anti EGFR antibody,None,,Gold,,5,,,,,,Xenograft heterotopic,Lung,1,761.49,250.98,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Radiotherapy,None,
22027594,Biomaterials,2012,10.1016/j.biomaterials.2011.10.017,Inorganic,Gold,Local,Intratumoral,386.6,,,Other,Polymer-Drugs,Mesoporous silica shell + Gold nanorods + PEG + Doxorubicin,None,,Iron oxide,,,"0.5 ml, 1.4 mg/ml",,,,,Xenograft heterotopic,Breast,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal + Chemotherapy,MRI + Fluorescence + Photothermal,
18642918,J Am Chem Soc,2008,10.1021/ja801631c,Inorganic,Gold,Systemic,IV,32,,,Spherical,Polymer-Drugs,PEG + Silicon phthalocyanine 4,None,,Gold,,,,,,,,Not enough information provided,Unknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photodynamic therapy,Fluorescence,
20146506,ACS Nano,2010,10.1021/nn9017334,Inorganic,Gold,Local,Sub-cutaneous,,,,Spherical,Polymer-peptide,PEG + Quasar 670 + BHQ-2 + His-Ser-Ser-Lys-Leu-Gln Peptide,None,,Gold,,,,,,,> 4,Other,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,Fluorescence,
31046176,Angew Chem Int Ed Engl,2019,10.1002/anie.201902612,Inorganic,Gold,Systemic,IV,80,,45.7,Spherical,Polymer,Gold NPs + PEG,Drugs,Doxorubicin,Alloy,Porphyrinic metal organic frameworks,2 (Doxorubicin equivalent),,,4.1,,,Xenograft heterotopic,Brain,1,12.64,0,100,4.1,1.09,26.6,3.87,94.4,18.43,449.5,7.98,194.6,,,,,,,,,,,,,,,449.5,Liver,194.6,Spleen,94.4,Heart,Theragnostics,Radiotherapy + Chemotherapy,PET,
26468627,Nanoscale,2015,10.1039/c5nr06168g,Inorganic,Gold,Local,IV,,,,Other,None,Gold shell,None,,Iron oxide,,,"50 ul, [Fe] = 150 mM",,,,,Xenograft heterotopic,Prostate,1,2.56,0.84,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Hyperthermia + Phothermal therapy,None,
23557860,Biomaterials,2013,10.1016/j.biomaterials.2013.03.023,Inorganic,Gold,Local,Intratumoral,,,-5.6,Other,Polymer,Iron oxide and gold nanoparticles + PEG,None,,Alloy,Graphene oxide,,"40 ul, 50 ug/ml in terms of graphene oxide concentration",,,,,Allograft heterotopic,Breast,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,MRI + X-Ray,
22271594,Small,2012,10.1002/smll.201101789,Inorganic,Gold,Systemic,IV,,,,Rod,Polymer-mAb,PEG + Cetuximab,None,,Gold,,,"54 ug Au, 100 ul",,,,,Xenograft heterotopic,Other,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal therapy,Other,
20228788,Nat Nanotechnol,2010,10.1038/nnano.2010.23,Inorganic,Gold,Local,Hydrogel,,,,,None,,Other,"Iron oxide + gold NPs + M13-derived phage particles, displaying the ligand peptide CDCRGDCFC",,,,,,,,,Xenograft orthotopic,Brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,None,MRI,
31806405,Biomaterials,2020,10.1016/j.biomaterials.2019.119606,Inorganic,Gold,Systemic,IV,75,,-31.4,Spherical,Proteins-Drugs,Bovine serum albumin + Chlorin e6,None,,Gold,,2.5 (Chlorin e6 equivalent),,,,,,Xenograft heterotopic,Gastric,1,5.93,1.48,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photodynamic therapy,Fluorescence,The NPs are loaded inside exosomes; these exosomes are used as vehicles for NP delivery
27381000,Nanoscale,2016,10.1039/c6nr03143a,Inorganic,Gold,Systemic,IV,126,,,Spherical,Polymer,PEG + Dendrimer + Gadolinium + Folic acid + Cyanine 5.5,None,,Gold,,,"15 mg NPs, 100 ul",,,,,Xenograft heterotopic,Lung,1,,,,58.27,,,24.27,41.7,488.01,837.5,1529.59,2625,41.27,70.8,,,199.09,341.7,,,,,,,,,2625,Spleen,837.5,Liver,341.7,Kidney,Imaging,None,Fluorescence + MRI + CT,
27492497,Small,2016,10.1002/smll.201670150,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The pdf of the paper could not be found; the information provided led to a one-page pdf containing what it seems a cover, not a paper"
28060458,Small,2017,10.1002/smll.201602896,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The authors do not use gold NPs, but TiL4-coordinated black phosphorous quantum dots; they use gold nanorods as comparison, but the quantum dots perform better"
21644516,Nano Lett,2011,10.1021/nl200858y,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
23246067,Biomaterials,2013,10.1016/j.biomaterials.2012.11.044,Inorganic,Gold,Systemic,IV,250,,,Spherical,Polymer,Gold nanoparticles + Perfluorohexane + PEG,None,,Silica,Mesoporous silica,6,,,,,,Xenograft orthotopic,Liver,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Ultrasound,Ultrasound,
22134683,Nanoscale,2012,10.1039/c1nr11277e,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,#DIV/0!,,#DIV/0!,,#DIV/0!,,#DIV/0!,,#DIV/0!,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,,,,,,,,Review article
28994849,Nanoscale,2017,10.1039/c7nr06286a,Inorganic,Gold,Local,Intratumoral,100,,,Other,Other,Star fruit juice,None,,Gold,,,"0.25 mg/ml, 100 ul",,,,,Xenograft heterotopic,Breast,1,546.34,25.38,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal therapy,None,
22063003,J Control Release,2012,10.1016/j.jconrel.2011.10.028,Inorganic,Gold,Systemic,IV,85.6,,14.1,,Polymer,PEG,Drugs,Doxorubicin,Gold,Hollow gold,15 (Doxorubicin equivalent),,2.52 uM,,,8.82,Xenograft orthotopic,Breast,2,997.88,80.68,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal + Chemotherapy,None,
23557859,Biomaterials,2013,10.1016/j.biomaterials.2013.03.027,Inorganic,Gold,Local,Intratumoral,1500,,23.4,Spherical,None,Graphene oxide,None,,Polymer,Poly(lactic acid) microcapsules containing gold NPs,20,,,,,,Xenograft heterotopic,Other,1,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,Ultrasound + CT,
26010660,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b01991,Inorganic,Gold,Systemic,IV,57.5,,-15,Spherical,Polymer,Polysiloxane-containing polymer + gold sulfide NPs,None,,Iron oxide,,20 (Fe dosage),,,1,,,Xenograft orthotopic,Breast,,,,,1.06,,,0.23,21.7,19.17,1808.5,5.44,513.2,0.57,53.8,,,1.25,117.9,,,,,,,,,1808.5,Liver,513.2,Spleen,117.9,Kidney,Theragnostics,Photothermal therapy,MRI,
32338490,ACS Appl Mater Interfaces,2020,10.1021/acsami.0c03957,Inorganic,Gold,Systemic,IV,33.1,,,Spherical,Nucleic acid-Drugs,Telomerase-sensitive hairpin DNA + Doxorubicin,None,,Gold,,1 (Doxorubicin equivalent),,,,,,Xenograft orthotopic,Breast,2,563.54,109.93,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Chemotherapy,None,
20815402,ACS Nano,2010,10.1021/nn1015117,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This paper does not use gold NPs
26635317,Adv Mater,2016,10.1002/adma.201505023,Inorganic,Gold,Systemic,IV,,,,Rod,Nucleic acid-Drugs,Thiolated-oligonucleotides + Chlorin e6,None,,Gold,,,"2 mg/ml, 200 ul (Nanorod amount)",,17.68,,,Xenograft heterotopic,Cervix,1,5.11,0.03,99.4,17.68,,,5.65,32,35.76,202.3,7.51,42.5,8.59,48.6,,,7.63,43.2,,,,,,,,,202.3,Liver,48.6,Lung,43.2,Kidney,Theragnostics,Photodynamic + Photothermal therapy,UCL + CT + Photoacoustic + MRI + Thermal imaging,
32413258,ACS Nano,2020,10.1021/acsnano.9b08460,Inorganic,Gold,Systemic,IP,22.14,,-1.49,Spherical,Polymer,Amphiphilic block copolymer poly-(ethylene glycol)-b-poly (diethylaminoethyl acrylate) + Folic acid,None,,Gold,,20,,,,,,Xenograft orthotopic,Breast,14,601.99,335.33,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Other,None,
26900670,Nanoscale,2016,10.1039/c5nr09120a,Inorganic,Gold,Systemic,IV,,,-4.28,Other,Polymer-Drugs,PEG + Platinum (IV) prodrug,None,,Alloy,Palladium core with a gold shell,,0.2 mg/ml (Palladium content),4,29,,6,Xenograft heterotopic,Other,1,5.75,0,100,29.8,,,3.86,13,45.68,153.3,45.08,151.3,9.76,32.8,,,6.2,20.8,,,,,,,2.49,8.4,153.3,Liver,151.3,Spleen,32.8,Lung,Therapy,Photothermal + Chemotherapy,None,
26540558,Nanoscale,2015,10.1039/c5nr06192j,Inorganic,Gold,Local,Intratumoral,100,,,Spherical,None,Gold clusters,None,,Iron oxide,,,,,,,,Allograft heterotopic,Liver,7,26.91,4.25,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photodynamic + Photothermal therapy,MRI,
32049490,ACS Nano,2020,10.1021/acsnano.9b08798,Inorganic,Gold,Systemic,IV,173.8,,-17.1,Star,Drugs,Gold nanostars + Doxorubicin,None,,Other,Cancer cell membrane,,100 ul,,,,,Allograft orthotopic,Skin,3,15.26,2.06,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal + Chemotherapy,Fluorescence + Photothermal,Flat nanomembrane coated with gold nanostars and doxorubicin
25800697,Nat Commun,2015,10.1038/ncomms7570,Inorganic,Gold,Systemic,IV,100,,,Spherical,Antibody,Chalcogenopyrylium dye + Silica layer + Cetuximab,None,,Gold,,,15 fmol/g,,,,,Xenograft orthotopic,Skin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,None,None,
24556065,ACS Appl Mater Interfaces,2014,10.1021/am405378x,Inorganic,Gold,,,235,,-45.1,Other,None,Gold NPs,None,,Alloy,Graphene nanosheets,,,47 ug/ml,,,,Xenograft heterotopic,Colon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Other,None,
31912068,Nanoscale,2020,10.1039/c9nr06347a,Inorganic,Gold,Systemic,IV,2.71,,,Spherical,Peptide,"Gadolinium + tetraaza macrocyclic compounds + cyclic arginineglycine-
aspartic acid peptide + fluorescein
derivative + rhodamine B derivative",None,,Gold,,,"5 mg/ml, 300 ul",,,,,Xenograft heterotopic,Brain,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,MRI + Fluorescence,
24660754,ACS Appl Mater Interfaces,2014,10.1021/am500715f,Inorganic,Gold,,,14,14 nm correspond to the gold NPs; each chain contains 60-70 NPs,,Other,Polymer,Polypyrrole,None,,Gold,,2,"0.5 mg/ml, 100 ul",,,,,Xenograft heterotopic,Liver,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal therapy,None,
32202584,Nanoscale,2020,10.1039/d0nr00809e,Inorganic,Gold,Systemic,IP,75-82,,3; 32; Minus 30,Spherical,Polymer,Polyallylamine hydrochloride or polyethylene glycol,None,,Gold,,,,,,,,Xenograft heterotopic,Cervix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,Raman,
25946668,Adv Mater,2015,10.1002/adma.201501420,Inorganic,Gold,Local,Intratumoral,6.1,,,Spherical,Polymer,Poly(ε-caprolactone)/poly(2-hydroxyethyl methacrylate) + poly[2-(2-methoxyethoxy) ethyl methacrylate],Drugs,Doxorubicin,Gold,,,"2 mg/ml, 50 ul",,,,,Xenograft heterotopic,Breast,1,6.13,0.01,99.8,61.02,,,4.83,7.9,7.02,11.5,7.9,12.9,5.28,8.7,,,5.82,9.5,,,,,,,,,12.9,Spleen,11.5,Liver,9.5,Kidney,Theragnostics,Photothermal + Chemotherapy,CT + Photoacoustic,
32077633,Small,2020,10.1002/smll.201904960,Inorganic,Gold,Systemic,IV,35.8,,,Star,Polymer,Gold branched shell + Polyvinylpyrrolidone,None,,Iron oxide,,3 mg/kg Fe and 10.5 mg/kg Au,"200 μL NPs, [Fe] = 3.5×10^3 M, [Au] = 8×10^−3 M",,,,,Allograft heterotopic,Colon,1,3.8,1.04,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal + Magnetic field,None,
32255624,ACS Nano,2020,10.1021/acsnano.0c00468,Inorganic,Gold,Systemic,IV,60,,-4,Spherical,Polymer,PEG + IR750 dye,None,,Gold,,14,77.3 mg/mL,,,,,Virus-induced,Liver,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,None,None,
19351145,Nano Lett,2009,10.1021/nl8037147,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
26913692,Adv Mater,2016,10.1002/adma.201503201,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
22318874,Adv Mater,2012,10.1002/adma.201104714,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
22847719,Angew Chem Int Ed Engl,2012,10.1002/anie.201203193,Inorganic,Gold,,,23,,,Spherical,Nucleic acid,Red fluorescent protein + thiol-modified CpG 1668 oligodeoxynucleotide,None,,Gold,,,,,,,,Allograft orthotopic,Skin,5,2665.72,2307.72,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Immunotherapy,CT + Fluorescence,
