PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Total_Coating_Steps,Total_Coating_Steps_Group,Covalent,Electrostatic,Targeting_Type,Bioconjugation_nature,Bioconjugation_tech,PEG_Coat,PEG_Coat_tech,Loading,Loading_Number,Drug type,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation_(%)_group,Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4,Combined_Imaging_Applications,Combined_Therapy_Applications,Combined_Applications,Combined_Applications_Grouped
21648076,Small,2011,10.1002/smll.201100472,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Nucleic acid-Drugs,>1,4,Medium,1,3,Active,Electrostatic,Electrostatic,PEGylated,Covalent - In_Shell,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Prostate,,4,Multiple,54.18259947,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
21675727,ACS Nano,2011,10.1021/nn2005766,Inorganic,Silica,Systemic,IV,2,Neutral,Spherical,Polymer-mAb,>1,2,Low,2,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,Other,1,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Other,,15,Multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
21688390,Small,2011,10.1002/smll.201100927,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Polymer-peptide,>1,4,Medium,3,1,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - ThiolGold,None,None,,10,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Other,CT,None,None,2,0,2,Regular
21745689,Biomaterials,2011,10.1016/j.biomaterials.2011.06.039,Inorganic,Hybrid,NA,NA,2,NA,Spherical,Antibody,1,8,Very High,6,2,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,2.91,Yes,NA,Xenograft heterotopic,Immunocompromised,Skin,,1,Single,NA,NA,1600,889.347079,327.1477663,Very High,Liver,Spleen,Kidney,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
21756949,J Control Release,2011,10.1016/j.jconrel.2011.06.039,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Drugs,1,2,Low,2,0,Passive,None,None,Non PEGylated,None,Drugs,1,Topoisomerase inhibitor ,17,3,NA,0.83,Yes,NA,Xenograft heterotopic,Immunocompromised,Colon,,6,Multiple,33.18681319,Low,3.24,0.94,0.25,Low,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
21783245,Biomaterials,2011,10.1016/j.biomaterials.2011.06.030,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Proteins,1,3,Medium,2,1,Active,Covalent,Others,PEGylated,Covalent - In_Shell,Other,1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
21801769,J Control Release,2011,10.1016/j.jconrel.2011.07.019,Inorganic,Hybrid,Systemic,IV,2,NA,Spherical,Polymer-peptide,>1,4,Medium,4,0,Passive,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Other,,1,Single,NA,NA,NA,NA,NA,NA,Liver,Heart,Lung,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None,2,0,2,Regular
21816467,Biomaterials,2011,10.1016/j.biomaterials.2011.06.066,Inorganic,Silica,Systemic,IV,2,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,NA,NA,Yes,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,Luminal A,2,Multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
21854047,ACS Nano,2011,10.1021/nn202399w,Inorganic,Silica,Local,Intratumoral,3,Positive,Spherical,Antibody,>1,3,Medium,3,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,Drugs,>1,Anthracycline,27.4,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
21892492,Nanoscale,2011,10.1039/c1nr10580a,Inorganic,Silica,Systemic,IV,3,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,5,1,Yes,0.8,Yes,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,NA,NA,12.4,2.2,2.1,Low,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
21909083,Nat Nanotechnol,2011,10.1038/nnano.2011.149,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Proteins,>1,3,Medium,0,3,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,82.82220513,Medium,NA,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
21981330,J Am Chem Soc,2011,10.1021/ja206998x,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,1,3,Medium,3,0,Passive,None,None,PEGylated,Covalent - In_Shell,Drugs,1,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,None,None,None,None,0,1,1,Regular
21926980,Nat Nanotechnol,2011,10.1038/nnano.2011.153,Inorganic,Aluminum,Local,Other,NA,NA,Spherical,Peptide,1,6,High,3,3,Passive,Covalent,Covalent - Imine-like,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Skin,,1,Single,99.4917,Very High,NA,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
21703996,Nanomedicine,2012,10.1016/j.nano.2011.06.002,Inorganic,Silica,Systemic,Other,3,NA,Spherical,Vitamins,1,2,Low,2,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,Drugs,1,Topoisomerase inhibitor ,50,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Pancreas,,12,Multiple,87.20207254,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
22027594,Biomaterials,2012,10.1016/j.biomaterials.2011.10.017,Inorganic,Hybrid,Local,Intratumoral,4,Negative,Other,Polymer-Drugs,>1,5,High,3,2,Passive,None,None,PEGylated,Covalent - ThiolGold,Other,1,Anthracycline,32,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,85.45454545,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,Fluorescence,Thermal,None,3,2,5,Very High
22061490,Biomaterials,2012,10.1016/j.biomaterials.2011.10.052,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Polymer,1,3,Medium,2,1,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,1,Single,NA,NA,13761.9,2397.9,535.5,Very High,Spleen,Liver,Lung,None,None,None,None,Diagnostic,CT,None,None,None,1,0,1,Regular
22063003,J Control Release,2012,10.1016/j.jconrel.2011.10.028,Inorganic,Gold,Systemic,IV,2,Positive,Spherical,Polymer,1,2,Low,1,1,Passive,None,None,PEGylated,Covalent - ThiolGold,Drugs,1,Anthracycline,NA,NA,Yes,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,2,Multiple,91.91486,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
22133237,Nano Lett,2012,10.1021/nl202949y,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Other,>1,4,Medium,1,3,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,NA,NA,Yes,NA,NA,NA,Allograft heterotopic,Immunocompromised,Liver,,8,Multiple,100,Very High,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
22177841,Biomaterials,2012,10.1016/j.biomaterials.2011.11.086,Inorganic,Silica,Systemic,IV,NA,NA,Spherical,Polymer,1,2,Low,2,0,Passive,None,None,Non PEGylated,None,Other,>1,Anthracycline,13,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,NA,NA,NA,NA,NA,NA,NA,NA,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,CT,Ultrasound,None,3,1,4,High
22271594,Small,2012,10.1002/smll.201101789,Inorganic,Gold,Systemic,IV,NA,NA,Rod,Polymer-mAb,>1,2,Low,2,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,Other,None,None,None,1,1,2,Regular
22300621,J Control Release,2012,10.1016/j.jconrel.2012.01.023,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Polymer-mAb,>1,3,Medium,2,1,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompromised,Pancreas,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
22324543,ACS Nano,2012,10.1021/nn205070h,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Polymer,>1,4,Medium,3,1,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - In_Shell,None,None,,5.22,2,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,NA,NA,NA,NA,Liver,Lung,Kidney,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
22362270,Nanoscale,2012,10.1039/c2nr11918h,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-Drugs,>1,5,High,4,1,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,Taxane,35,3,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Liver,,1,Single,70.67137809,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
22378564,Adv Mater,2012,10.1002/adma.201104964,Inorganic,Iron_oxide,Systemic,IV,2,NA,Other,Polymer,>1,3,Medium,1,2,Passive,None,None,PEGylated,Covalent - electrostatic,None,None,,20,3,NA,5,Yes,3,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,100,Very High,312.6637555,258.9519651,56.33187773,High,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Theragnostic,MRI,Fluorescence,Photoacoustic,None,3,1,4,High
22395568,Nanoscale,2012,10.1039/c2nr11554a,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,>1,3,Medium,3,0,Passive,None,None,PEGylated,Covalent - NHS,None,None,,NA,NA,NA,NA,NA,1,Allograft heterotopic,Immunocompetent,Breast,Mouse,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
22425023,Biomaterials,2012,10.1016/j.biomaterials.2012.02.060,Inorganic,Silica,Systemic,Other,2,NA,Spherical,Other,>1,7,Very High,4,3,Passive,None,None,Non PEGylated,None,Other,1,,5,1,NA,80,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Other,MRI,PET,None,3,0,3,High
22463104,ACS Nano,2012,10.1021/nn300365m,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Antibody,1,5,High,5,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - In_Shell,Other,>1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Skin,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
22538830,Nanoscale,2012,10.1039/c2nr12094a,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Vitamins,1,2,Low,2,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,Drugs,1,Anthracycline,10,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,4,Multiple,96.83286297,High,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
22540892,ACS Nano,2012,10.1021/nn301282m,Inorganic,Gold,Systemic,IV,NA,Negative,Spherical,Drugs,1,1,Low,1,0,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,NA,NA,249.5,124.2,98.6,High,Kidney,Liver,Spleen,None,None,None,None,Diagnostic,None,None,None,None,0,0,0,Regular
22575047,Nano Lett,2012,10.1021/nl3010308,Inorganic,Iron_oxide,Systemic,IV,2,NA,Other,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,1,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompromised,Skin,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
22617321,Biomaterials,2012,10.1016/j.biomaterials.2012.04.062,Inorganic,Iron_oxide,Systemic,Other,4,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Liver,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ultrasound,None,None,Single,Theragnostic,MRI,Ultrasound,None,None,2,1,3,High
22681980,Biomaterials,2012,10.1016/j.biomaterials.2012.05.047,Inorganic,Gold,Systemic,Other,2,Neutral,Spherical,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,4,1,Yes,NA,NA,NA,Allograft heterotopic,Immunocompetent,Cervix,,1,Single,94.9906,High,1396.5,67.9,3.6,Very High,Spleen,Kidney,Heart,Radiotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
22689346,Adv Mater,2012,10.1002/adma.201201251,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Peptide,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Other,>1,Taxane + Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,100,Very High,NA,NA,NA,NA,Liver,Kidney,Lung,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
22690722,ACS Nano,2012,10.1021/nn300464r,Inorganic,Gold,Systemic,IV,2,Positive,Other,Polymer,>1,3,Medium,2,1,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,7.9,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Mouse,1,Single,NA,NA,543.8,387.7,47,Very High,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,PET,None,None,None,1,0,1,Regular
22789722,Biomaterials,2012,10.1016/j.biomaterials.2012.06.059,Inorganic,Silica,Systemic,IV,4,NA,Spherical,Polymer,1,5,High,4,1,Passive,None,None,PEGylated,Covalent - NHS,Drugs,>1,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,Ultrasound,None,None,2,1,3,High
22824783,J Control Release,2012,10.1016/j.jconrel.2012.07.020,Inorganic,Iron_oxide,Systemic,IV,3,Positive,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,1,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompromised,Skin,,1,Single,NA,NA,606.424581,76.81564246,70.67039106,Very High,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
22847719,Angew Chem Int Ed Engl,2012,10.1002/anie.201203193,Inorganic,Gold,Local,Other,2,NA,Spherical,Nucleic acid,>1,3,Medium,3,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Skin,,5,Multiple,13.42977,Low,NA,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,CT,Fluorescence,None,None,2,1,3,High
22902594,J Control Release,2012,10.1016/j.jconrel.2012.07.038,Inorganic,Iron_oxide,Systemic,IV,4,NA,Spherical,Other,1,3,Medium,2,1,Passive,None,None,Non PEGylated,None,Other,1,,5,1,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Other,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Other,None,None,2,0,2,Regular
22906608,Biomaterials,2012,10.1016/j.biomaterials.2012.07.051,Inorganic,Hybrid,Systemic,IV,3,NA,Spherical,Antibody,>1,5,High,4,1,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Mouse,1,Single,NA,NA,NA,NA,NA,NA,Lung,Liver,Spleen,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None,2,0,2,Regular
22930451,Nanoscale,2012,10.1039/c2nr31616a,Inorganic,Gold,Systemic,IV,1,NA,Other,Proteins-Drugs,>1,4,Medium,3,1,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Other,,5,Multiple,57.59,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,None,None,None,1,1,2,Regular
22951103,Biomaterials,2012,10.1016/j.biomaterials.2012.08.034,Inorganic,Gold,Systemic,IV,1,NA,Other,Drugs,>1,3,Medium,2,1,Passive,None,None,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,5,Multiple,64.09,Low,73,34,24,Medium,Kidney,Liver,Spleen,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,None,None,None,1,1,2,Regular
22959180,Biomaterials,2012,10.1016/j.biomaterials.2012.08.036,Inorganic,Iron_oxide,Systemic,IV,1,Negative,Spherical,Proteins,>1,1,Low,1,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Prostate,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
22961067,Nanoscale,2012,10.1039/c2nr31263h,Inorganic,Iron_oxide,Systemic,IV,4,Positive,Spherical,Polymer-peptide,>1,12,Very High,7,5,Active,Covalent,Covalent - In_Shell,PEGylated,Covalent - In_Shell,Other,>1,Anthracycline,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Brain,,3,Multiple,80.26717003,Medium,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
22964395,J Control Release,2012,10.1016/j.jconrel.2012.08.029,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer-Proteins,>1,3,Medium,2,1,Active,Covalent,Covalent - In_Shell,PEGylated,Covalent - In_Shell,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompromised,Lung,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
22983492,Nat Nanotechnol,2012,10.1038/nnano.2012.146,Inorganic,Iron_oxide,Systemic,IV,4,NA,Rod,Other,>1,4,Medium,1,3,Active,Electrostatic,Electrostatic,PEGylated,Electrostatic,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Prostate,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
23005348,ACS Nano,2012,10.1021/nn303833p,Inorganic,Iron_oxide,Systemic,IV,3,NA,Other,Polymer-peptide,>1,4,Medium,4,0,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - EDC,None,None,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None,2,0,2,Regular
23101432,ACS Nano,2012,10.1021/nn304347g,Inorganic,Gold,Systemic,IV,2,Neutral,Rod,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,3.8,Yes,NA,Xenograft heterotopic,Immunocompromised,Ovary,,1,Single,NA,NA,5145.2,1071.2,41.8,Very High,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,Other,Photoacoustic,None,None,2,0,2,Regular
22063003,J Control Release,2012,10.1016/j.jconrel.2011.10.028,Inorganic,Gold,Systemic,IV,2,Positive,Spherical,Polymer,1,4,Medium,1,3,Passive,None,None,PEGylated,Covalent - ThiolGold,Drugs,1,Anthracycline,NA,NA,Yes,3.7,Yes,8.82,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,2,Multiple,91.04523,High,310.54,181.08,164.86,High,Liver,Spleen,Kidney,Chemotherapy,Photothermal therapy,None,Multiple,Theragnostic,PET,None,None,None,1,2,3,High
22188516,ACS Nano,2012,10.1021/nn204100n,Inorganic,Silver,Systemic,IV,NA,NA,Other,Polymer-mAb,>1,11,Very High,5,6,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Pancreas,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Photoacoustic,Ultrasound,None,None,2,0,2,Low
22951900,Angew Chem Int Ed Engl,2012,10.1002/anie.201206059,Inorganic,Silver,Systemic,IV,1,NA,Spherical,Polymer,1,3,Medium,2,1,Passive,None,None,PEGylated,Covalent - EDC,None,None,,10.72,2,NA,31.78,Yes,4.37,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,57.08,43.96,31.37,Low,Spleen,Liver,Lung,None,None,None,Multiple,Diagnostic,Fluorescence,None,None,None,1,0,1,Low
32101213,Nanoscale,2012,10.1039/c9nr10918h,Inorganic,Hybrid,Systemic,IV,2,NA,Spherical,Polymer,1,7,Very High,6,1,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,,0.01,1,NA,NA,NA,NA,NA,Immunocompetent,NA,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None,1,0,1,Regular
22682937,Biomaterials,2012,10.1016/j.biomaterials.2012.05.035,Inorganic,Silver,Local,Intratumoral,1,Positive,Spherical,Peptide,1,3,Medium,1,2,Passive,Covalent,Covalent - ThiolGold,Non PEGylated,None,None,None,,NA,NA,Yes,NA,NA,NA,Allograft orthotopic,Immunocompromised,Skin,,NA,NA,93.7,High,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
22633896,Nanomedicine,2013,10.1016/j.nano.2012.04.006,Inorganic,Iron_oxide,Local,Intratumoral,4,Positive,Spherical,Polymer-nucleic acid,>1,4,Medium,0,4,Active,Electrostatic,Electrostatic,Non PEGylated,None,None,None,,0.875,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,3,Multiple,44.80004204,Low,NA,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
22841913,Nanomedicine,2013,10.1016/j.nano.2012.06.004,Inorganic,Gold,Local,Other,3,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,NA,NA,,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,CT,None,None,None,1,0,1,Regular
23001862,Small,2013,10.1002/smll.201201779,Inorganic,Gold,Systemic,IV,3,NA,Other,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,2.976,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Other,None,None,None,1,0,1,Regular
23088841,Biomaterials,2013,10.1016/j.biomaterials.2012.09.054,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Polymer,>1,2,Low,2,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,1,Single,NA,NA,2077,433.3,364.2,Very High,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,CT,None,None,None,1,0,1,Regular
23164421,Biomaterials,2013,10.1016/j.biomaterials.2012.10.072,Inorganic,Silica,Local,Intratumoral,2,Positive,Spherical,Polymer-peptide,1,3,Medium,0,3,Active,Electrostatic,Electrostatic,Non PEGylated,None,Nucleic acids,1,,10,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,4,Multiple,73.28519856,Low,NA,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
23219875,Nanomedicine,2013,10.1016/j.nano.2012.11.009,Inorganic,Hybrid,Systemic,IV,2,NA,Other,Antibody,>1,4,Medium,2,2,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,,10,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,1,Single,62.69430052,Low,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None,2,1,3,High
